subject,study_role,channel,trial_count,peak_frequency_median_hz,peak_distance_from_12_5_hz,three_fold_peak_span_hz,peak_reliability,individualized_median_percent,fixed_narrow_median_percent,fixed_broad_median_percent,individualized_minus_fixed_narrow_median_percent,individualized_minus_fixed_broad_median_percent,individualized_median_db,fixed_narrow_median_db,fixed_broad_median_db,individualized_minus_fixed_narrow_median_db,individualized_qc_excluded_median_percent,fixed_narrow_qc_excluded_median_percent,qc_paired_difference_percent,individualized_negative_trial_fraction,fixed_narrow_negative_trial_fraction,low_individualized_reference_power_candidate_count,individualized_run_6_median_percent,individualized_run_10_median_percent,individualized_run_14_median_percent,fixed_narrow_run_6_median_percent,fixed_narrow_run_10_median_percent,fixed_narrow_run_14_median_percent,fixed_broad_run_6_median_percent,fixed_broad_run_10_median_percent,fixed_broad_run_14_median_percent,individualized_negative_run_count,fixed_narrow_negative_run_count,fixed_broad_negative_run_count,individualized_run_range_percentage_points,fixed_narrow_run_range_percentage_points,fixed_broad_run_range_percentage_points,subject_is_group_observational_unit
99,held_out_method_evaluation,C3,21,9.25,3.25,0.25,stable,-12.17111010306219,-17.55350291862319,-7.739032086966201,5.382392815561001,-4.432078016095989,-0.5636260642788962,-0.8382779157247612,-0.34981993505288084,0.274651851445865,-12.17111010306219,-17.55350291862319,5.382392815561001,0.5714285714285714,0.6190476190476191,2,17.78641330118646,-12.17111010306219,-65.93774877782762,-15.012451127513815,62.494868557407024,-46.555640962569626,8.972112664295846,11.22147258933849,-63.87968814594605,2,2,1,83.72416207901408,109.05050951997666,75.10116073528454,True
99,held_out_method_evaluation,C4,21,9.25,3.25,0.25,stable,-35.67848502211215,-27.8219300863696,-33.27953904662167,-7.8565549357425475,-2.398945975490477,-1.9164373511177457,-1.4159473542512837,-1.7574096193840676,-0.500489996866462,-35.67848502211215,-27.8219300863696,-7.8565549357425475,0.8095238095238095,0.6666666666666666,0,-33.21193671623505,-18.387408934214733,-51.12379097837874,-27.8219300863696,24.1373326298528,-43.02554346479517,-33.27953904662167,-22.28198430470306,-52.209748373876145,3,2,3,32.73638204416401,67.16287609464797,29.927764069173087,True
101,held_out_method_evaluation,C3,24,11.0,1.5,4.75,unstable,12.925569491420909,-4.42447218791279,-4.3527055237384005,17.3500416793337,17.27827501515931,0.527877231991703,-0.19714844064185855,-0.1948290341874043,0.7250256726335615,19.84835123625532,-2.8154954916919204,22.663846727947238,0.4166666666666667,0.5416666666666666,0,16.128043037076033,-7.925128869942315,20.24070222870584,-13.88402886830011,-3.9481147984594642,2.047124972608208,2.3424371953155987,-10.552174000484555,9.047754987119701,1,2,1,28.165831098648155,15.931153840908317,19.599928987604258,True
101,held_out_method_evaluation,C4,24,11.0,1.5,4.75,unstable,-15.660503036343144,-17.200615556532746,-18.739668768442673,1.5401125201896022,3.079165732099529,-0.739707536845928,-0.8197395712658941,-0.9012983306426655,0.08003203441996609,-15.900616309124537,-17.38400470726427,1.4833883981397342,0.75,0.75,0,-22.79578691229048,-9.21894729268414,-15.660503036343144,-32.716823790129894,-11.831566387476805,-16.20992896083051,-12.415536988145819,-19.838829894455415,-21.748802586389324,3,3,3,13.576839619606341,20.88525740265309,9.333265598243505,True
103,held_out_method_evaluation,C3,22,8.25,4.25,0.75,moderate,-30.1258992096689,-19.834084072934072,-29.336281483535586,-10.29181513673483,-0.789617726133315,-1.5570431459072873,-0.9637573504670467,-1.5226113652146018,-0.5932857954402406,-34.507364679028015,-8.330426590130545,-26.176938088897472,0.6818181818181818,0.7727272727272727,0,-37.6579444547132,12.21205563745273,-34.507364679028015,-11.52785273377618,-23.121616043513495,-41.30752136606625,-41.052351084642765,-20.76625987532607,-48.996227468327014,2,3,3,49.87000009216593,29.77966863229007,28.229967593000943,True
103,held_out_method_evaluation,C4,22,8.25,4.25,0.75,moderate,-14.877001985545103,11.978181272218091,-16.886650220193047,-26.855183257763194,2.009648234647944,-0.6995409548343199,0.4906287784168054,-0.8127573226956444,-1.1901697332511252,-9.430072276677791,16.635470146128025,-26.065542422805816,0.7272727272727273,0.45454545454545453,0,-26.522289505990372,-26.220332243340554,-10.773649129989158,-10.537633401650325,9.960219181268506,16.635470146128025,-42.27842361191507,-22.367969807510214,18.880251027647066,3,1,2,15.748640376001214,27.17310354777835,61.158674639562136,True
105,held_out_method_evaluation,C3,24,10.0,2.5,1.5,unstable,-47.13757616554234,-36.96149683264377,-42.652650155300506,-10.176079332898574,-4.484926010241836,-2.770598823400211,-2.013302012590454,-2.4148689657260176,-0.7572968108097569,-47.13757616554234,-36.96149683264377,-10.176079332898574,0.6666666666666666,0.7083333333333334,0,-36.43161236375131,-72.99311484661456,18.620447815829394,-38.92309231072609,-66.3228135207564,8.566633580443556,-39.50882928448898,-67.51244758671629,13.442435261984386,2,2,2,91.61356266244395,74.88944710119995,80.95488284870068,True
105,held_out_method_evaluation,C4,24,10.0,2.5,1.5,unstable,-51.1935690854981,-51.483387197064495,-48.54771224250399,0.28981811156639736,-2.6458568429941067,-3.1152489713793408,-3.141249689943986,-2.891695724382131,0.026000718564645364,-51.1935690854981,-51.483387197064495,0.28981811156639736,0.7916666666666666,0.7916666666666666,0,-42.27414152506196,-63.437815953439596,-13.833776594261234,-46.99512767182979,-58.583435707365126,-30.51754204721935,-41.116019559733566,-58.92861586893646,-29.83107397774843,3,3,3,49.60403935917836,28.065893660145775,29.09754189118803,True
107,held_out_method_evaluation,C3,22,10.25,2.25,0.5,stable,-1.5424140734297371,-17.538730658235387,-3.426205782020209,15.99631658480565,1.8837917085904718,-0.07199836273428031,-0.8385849083011347,-0.15365789731286011,0.7665865455668545,2.93245271910359,-15.695640708891608,18.628093427995196,0.5,0.6363636363636364,0,6.171942577282088,7.537288606825899,-60.67025205716193,-23.554308277568968,-7.051195582555575,-41.33805552975778,-0.31776881809424873,5.8933845083318666,-52.844727082420164,1,3,2,68.20754066398783,34.2868599472022,58.73811159075203,True
107,held_out_method_evaluation,C4,22,10.25,2.25,0.5,stable,-17.943743248323102,-11.51288609861895,-14.19049895332735,-6.430857149704153,-3.7532442949957527,-0.8588901480306602,-0.5313749687026594,-0.664689925579488,-0.3275151793280008,-13.93583707356338,-10.717915839126661,-3.2179212344367194,0.6363636363636364,0.5909090909090909,0,-13.93583707356338,-14.243691963840138,-46.275511712254975,-10.717915839126661,-17.242617845279376,2.6089141542920165,-13.805588215901887,-22.895659481793754,-37.0010244554631,3,2,3,32.33967463869159,19.851531999571392,23.195436239561218,True
109,held_out_method_evaluation,C3,23,12.75,0.25,4.5,unstable,5.636044523990086,-7.208492446119187,-7.040204166001446,12.844536970109273,12.676248689991532,0.23812130952476793,-0.32491769376597646,-0.3170483878620133,0.5630390032907444,-2.31125637463245,-8.761918376338404,6.450662001705954,0.4782608695652174,0.6086956521739131,0,1.5716521501270604,-2.4430953810260094,5.636044523990086,-15.767465093538991,-7.622954622465095,-7.208492446119187,13.411162066686433,-19.23651477115444,-3.2165513784901596,1,3,2,8.079139905016095,8.558972647419804,32.647676837840876,True
109,held_out_method_evaluation,C4,23,12.75,0.25,4.5,unstable,1.9036159828365615,1.5269699351735755,5.406629157131576,0.37664604766298604,-3.503013174295014,0.08189594934099793,0.06581424891210882,0.2286792506844265,0.01608170042888911,0.05070647455504229,0.9463314205345595,-0.8956249459795173,0.4782608695652174,0.391304347826087,0,4.61525176238124,6.065933716065263,-16.45700835120288,17.858846380958383,0.9463314205345595,-28.684664643228516,11.134821700214466,6.606651512629641,-18.395620580080017,1,1,1,22.522942067268144,46.5435110241869,29.530442280294483,True
