subject,historical_primary_mean_balanced_accuracy,three_run_median_balanced_accuracy,minimum_run_balanced_accuracy,maximum_run_balanced_accuracy,run_balanced_accuracy_range,run_balanced_accuracy_population_sd,runs_above_0_5_count,above_chance_run_category,all_runs_at_or_above_0_6,run_range_at_or_above_0_25,one_bad_run_plus_two_good_runs,balanced_accuracy_run_6,balanced_accuracy_run_10,balanced_accuracy_run_14,fists_recall_run_6,fists_recall_run_10,fists_recall_run_14,feet_recall_run_6,feet_recall_run_10,feet_recall_run_14,out_of_fold_fists_recall,out_of_fold_feet_recall,feet_minus_fists_recall,task_qc_candidate_count,task_trial_count,task_qc_candidate_fraction,task_qc_fraction_run_6,task_qc_fraction_run_10,task_qc_fraction_run_14,qc_sensitivity_mean_balanced_accuracy,qc_minus_primary_balanced_accuracy,analysis_role
80,0.5833333333333334,0.5892857142857143,0.5357142857142857,0.625,0.0892857142857143,0.03669294049386296,3,3_of_3,False,False,False,0.625,0.5892857142857143,0.5357142857142857,0.25,0.75,0.5,1.0,0.42857142857142855,0.5714285714285714,0.5,0.6666666666666666,0.16666666666666663,7,45,0.15555555555555556,0.26666666666666666,0.2,0.0,0.6821428571428573,0.0988095238095239,post_hoc_descriptive_reliability
81,0.6220238095238095,0.625,0.4375,0.8035714285714286,0.3660714285714286,0.1494628515415443,2,2_of_3,False,True,False,0.4375,0.625,0.8035714285714286,0.0,0.25,0.8571428571428571,0.875,1.0,0.75,0.36363636363636365,0.8695652173913043,0.5059288537549407,2,45,0.044444444444444446,0.0,0.13333333333333333,0.0,0.6527777777777778,0.030753968253968256,post_hoc_descriptive_reliability
82,0.6190476190476191,0.6607142857142857,0.5357142857142857,0.6607142857142857,0.125,0.05892556509887896,3,3_of_3,False,False,False,0.5357142857142857,0.6607142857142857,0.6607142857142857,0.5,0.75,0.75,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.5714285714285714,-0.09523809523809523,7,45,0.15555555555555556,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.49404761904761907,-0.125,post_hoc_descriptive_reliability
83,0.6517857142857143,0.5892857142857143,0.5,0.8660714285714286,0.3660714285714286,0.15584556501888153,2,2_of_3,False,True,False,0.5,0.8660714285714286,0.5892857142857143,0.0,0.8571428571428571,0.42857142857142855,1.0,0.875,0.75,0.4090909090909091,0.8695652173913043,0.4604743083003952,2,45,0.044444444444444446,0.0,0.06666666666666667,0.06666666666666667,0.7202380952380952,0.06845238095238093,post_hoc_descriptive_reliability
84,0.5922619047619048,0.5982142857142857,0.5625,0.6160714285714286,0.0535714285714286,0.02227177015936871,3,3_of_3,False,False,False,0.5982142857142857,0.5625,0.6160714285714286,0.5714285714285714,1.0,0.375,0.625,0.125,0.8571428571428571,0.6363636363636364,0.5217391304347826,-0.11462450592885376,5,45,0.1111111111111111,0.13333333333333333,0.0,0.2,0.6291666666666667,0.036904761904761885,post_hoc_descriptive_reliability
85,0.9375,0.9375,0.875,1.0,0.125,0.05103103630798288,3,3_of_3,True,False,False,0.875,1.0,0.9375,0.75,1.0,0.875,1.0,1.0,1.0,0.8695652173913043,1.0,0.13043478260869568,10,45,0.2222222222222222,0.13333333333333333,0.2,0.3333333333333333,0.9523809523809524,0.014880952380952439,post_hoc_descriptive_reliability
86,0.7946428571428571,0.8125,0.5714285714285714,1.0,0.4285714285714286,0.17541859557489733,3,3_of_3,False,True,False,0.5714285714285714,1.0,0.8125,0.14285714285714285,1.0,1.0,1.0,1.0,0.625,0.7142857142857143,0.875,0.1607142857142857,11,45,0.24444444444444444,0.13333333333333333,0.4,0.2,0.8402777777777778,0.045634920634920695,post_hoc_descriptive_reliability
87,0.6696428571428572,0.6785714285714286,0.5446428571428572,0.7857142857142857,0.2410714285714285,0.0986192947963148,3,3_of_3,False,False,False,0.6785714285714286,0.5446428571428572,0.7857142857142857,0.8571428571428571,0.375,1.0,0.5,0.7142857142857143,0.5714285714285714,0.7391304347826086,0.5909090909090909,-0.1482213438735177,11,45,0.24444444444444444,0.2,0.3333333333333333,0.2,0.5285714285714286,-0.14107142857142863,post_hoc_descriptive_reliability
89,0.49404761904761907,0.5,0.33035714285714285,0.6517857142857143,0.32142857142857145,0.13129014881019513,1,1_of_3,False,True,False,0.5,0.33035714285714285,0.6517857142857143,1.0,0.375,0.875,0.0,0.2857142857142857,0.42857142857142855,0.75,0.23809523809523808,-0.5119047619047619,5,45,0.1111111111111111,0.0,0.13333333333333333,0.2,0.5265873015873016,0.032539682539682535,post_hoc_descriptive_reliability
90,0.5803571428571429,0.6160714285714286,0.4464285714285714,0.6785714285714286,0.2321428571428572,0.0980789110314529,2,2_of_3,False,False,False,0.6785714285714286,0.6160714285714286,0.4464285714285714,0.5,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.375,0.75,0.5,0.6521739130434783,0.15217391304347827,2,45,0.044444444444444446,0.0,0.0,0.13333333333333333,0.5515873015873016,-0.02876984126984128,post_hoc_descriptive_reliability
91,0.75,0.8035714285714286,0.5803571428571428,0.8660714285714286,0.2857142857142858,0.12263927248831262,3,3_of_3,False,True,False,0.8660714285714286,0.5803571428571428,0.8035714285714286,0.875,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.875,0.75,0.6818181818181818,0.8260869565217391,0.14426877470355737,3,45,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.7351190476190476,-0.014880952380952439,post_hoc_descriptive_reliability
93,0.8898809523809524,0.9285714285714286,0.8035714285714286,0.9375,0.1339285714285714,0.061138805310042066,3,3_of_3,True,False,False,0.9285714285714286,0.9375,0.8035714285714286,1.0,0.875,0.8571428571428571,0.8571428571428571,1.0,0.75,0.9130434782608695,0.8636363636363636,-0.049407114624505866,10,45,0.2222222222222222,0.4,0.06666666666666667,0.2,0.9107142857142857,0.02083333333333326,post_hoc_descriptive_reliability
94,0.7053571428571429,0.7410714285714286,0.5714285714285714,0.8035714285714286,0.2321428571428572,0.09807891103145289,3,3_of_3,False,False,False,0.5714285714285714,0.7410714285714286,0.8035714285714286,0.14285714285714285,0.625,0.8571428571428571,1.0,0.8571428571428571,0.75,0.5454545454545454,0.8695652173913043,0.3241106719367589,11,45,0.24444444444444444,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.7896825396825397,0.08432539682539675,post_hoc_descriptive_reliability
95,0.7529761904761904,0.875,0.5089285714285714,0.875,0.3660714285714286,0.17256772636100268,3,3_of_3,False,True,False,0.875,0.5089285714285714,0.875,0.75,0.14285714285714285,1.0,1.0,0.875,0.75,0.6363636363636364,0.8695652173913043,0.23320158102766797,14,45,0.3111111111111111,0.3333333333333333,0.4,0.2,0.6944444444444443,-0.058531746031746046,post_hoc_descriptive_reliability
96,0.5029761904761905,0.49107142857142855,0.4375,0.5803571428571428,0.1428571428571428,0.05892556509887893,1,1_of_3,False,False,False,0.5803571428571428,0.4375,0.49107142857142855,0.2857142857142857,0.0,0.8571428571428571,0.875,0.875,0.125,0.38095238095238093,0.625,0.24404761904761907,6,45,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.5156746031746032,0.012698412698412764,post_hoc_descriptive_reliability
97,0.8035714285714285,0.8035714285714286,0.7321428571428572,0.875,0.1428571428571428,0.0583211843519804,3,3_of_3,True,False,False,0.7321428571428572,0.8035714285714286,0.875,0.75,0.8571428571428571,0.75,0.7142857142857143,0.75,1.0,0.782608695652174,0.8181818181818182,0.035573122529644285,3,45,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.7906746031746031,-0.012896825396825351,post_hoc_descriptive_reliability
98,0.7559523809523809,0.7946428571428572,0.5357142857142857,0.9375,0.4017857142857143,0.16629422672260707,3,3_of_3,False,True,False,0.9375,0.7946428571428572,0.5357142857142857,1.0,0.7142857142857143,0.5714285714285714,0.875,0.875,0.5,0.7619047619047619,0.75,-0.011904761904761862,4,45,0.08888888888888889,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.748015873015873,-0.007936507936507908,post_hoc_descriptive_reliability
99,0.6428571428571428,0.6607142857142857,0.5267857142857143,0.7410714285714286,0.2142857142857143,0.08838834764831845,3,3_of_3,False,False,False,0.5267857142857143,0.7410714285714286,0.6607142857142857,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.625,0.625,0.75,0.6190476190476191,0.6666666666666666,0.04761904761904756,1,45,0.022222222222222223,0.0,0.0,0.06666666666666667,0.6666666666666666,0.023809523809523836,post_hoc_descriptive_reliability
101,0.44047619047619047,0.4375,0.4107142857142857,0.4732142857142857,0.0625,0.025602158532864957,0,0_of_3,False,False,False,0.4107142857142857,0.4732142857142857,0.4375,0.25,0.375,0.875,0.5714285714285714,0.5714285714285714,0.0,0.5,0.38095238095238093,-0.11904761904761907,10,45,0.2222222222222222,0.13333333333333333,0.4,0.13333333333333333,0.5369047619047619,0.09642857142857142,post_hoc_descriptive_reliability
102,0.5238095238095238,0.5,0.5,0.5714285714285714,0.0714285714285714,0.033671751485073675,1,1_of_3,False,False,False,0.5714285714285714,0.5,0.5,0.8571428571428571,0.0,0.7142857142857143,0.2857142857142857,1.0,0.2857142857142857,0.5238095238095238,0.5238095238095238,0.0,9,42,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.6198412698412699,0.09603174603174602,post_hoc_descriptive_reliability
103,0.6934523809523809,0.625,0.5178571428571428,0.9375,0.4196428571428572,0.17802495748497837,3,3_of_3,False,True,False,0.5178571428571428,0.625,0.9375,0.75,1.0,1.0,0.2857142857142857,0.25,0.875,0.9090909090909091,0.4782608695652174,-0.43083003952569165,13,45,0.28888888888888886,0.2,0.4,0.26666666666666666,0.75,0.05654761904761907,post_hoc_descriptive_reliability
104,0.7797619047619048,0.8660714285714286,0.5982142857142857,0.875,0.2767857142857143,0.12842529172852035,3,3_of_3,False,True,False,0.8660714285714286,0.875,0.5982142857142857,0.8571428571428571,0.75,0.5714285714285714,0.875,1.0,0.625,0.7272727272727273,0.8260869565217391,0.09881422924901184,7,45,0.15555555555555556,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.8079365079365081,0.028174603174603297,post_hoc_descriptive_reliability
105,0.6458333333333334,0.6696428571428572,0.5446428571428572,0.7232142857142857,0.1785714285714285,0.07482026839271744,3,3_of_3,False,False,False,0.7232142857142857,0.6696428571428572,0.5446428571428572,0.875,0.625,0.375,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.625,0.6666666666666666,0.04166666666666663,5,45,0.1111111111111111,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.6795634920634921,0.03373015873015872,post_hoc_descriptive_reliability
106,0.6428571428571429,0.6517857142857143,0.6071428571428572,0.6696428571428572,0.0625,0.02628500257835668,3,3_of_3,True,False,False,0.6696428571428572,0.6517857142857143,0.6071428571428572,0.7142857142857143,0.875,0.5,0.625,0.42857142857142855,0.7142857142857143,0.6956521739130435,0.5909090909090909,-0.10474308300395252,8,45,0.17777777777777778,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.5777777777777778,-0.06507936507936507,post_hoc_descriptive_reliability
107,0.6577380952380952,0.5982142857142857,0.5892857142857143,0.7857142857142857,0.1964285714285714,0.09056621461132702,3,3_of_3,False,False,False,0.5892857142857143,0.5982142857142857,0.7857142857142857,0.42857142857142855,0.625,0.5714285714285714,0.75,0.5714285714285714,1.0,0.5454545454545454,0.782608695652174,0.23715415019762853,6,45,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.5982142857142857,-0.059523809523809534,post_hoc_descriptive_reliability
108,0.5654761904761906,0.5446428571428572,0.5267857142857143,0.625,0.0982142857142857,0.04271636932859321,3,3_of_3,False,False,False,0.5446428571428572,0.5267857142857143,0.625,0.7142857142857143,0.42857142857142855,0.25,0.375,0.625,1.0,0.45454545454545453,0.6521739130434783,0.19762845849802374,5,45,0.1111111111111111,0.13333333333333333,0.0,0.2,0.625,0.05952380952380942,post_hoc_descriptive_reliability
109,0.5863095238095238,0.6517857142857143,0.41964285714285715,0.6875,0.26785714285714285,0.1187496270432143,2,2_of_3,False,True,False,0.41964285714285715,0.6517857142857143,0.6875,0.125,0.875,1.0,0.7142857142857143,0.42857142857142855,0.375,0.6521739130434783,0.5,-0.15217391304347827,7,45,0.15555555555555556,0.13333333333333333,0.2,0.13333333333333333,0.4373015873015873,-0.14900793650793653,post_hoc_descriptive_reliability
