subject,test_run,condition,calibration_test_direction_cosine,calibration_direction_magnitude
70,10,C,0.2901918296091827,2.5407412521988895
70,14,A,0.3453445046735879,2.5409172658548034
70,14,B,0.2829633646957637,3.0272284966392387
70,14,C,0.3552783101333377,2.4839937923104505
71,6,A,0.42437536458904024,2.231982848719581
71,6,B,0.4668840353407294,3.1220774722773124
71,6,C,0.4506871829600603,2.158925823353434
71,10,A,0.37298793668955094,2.6547690596638307
71,10,B,0.35943206107056264,3.904299748977665
71,10,C,0.3463996783812874,2.586611412855921
71,14,A,0.3955092587357708,2.711448803243338
71,14,B,0.3761078731011134,3.79394354720457
71,14,C,0.40546804137555703,2.6563295270944987
72,6,A,0.7531836188702254,4.70541866506713
72,6,B,0.7011992238742274,4.971948231894026
72,6,C,0.7531836188702254,4.70541866506713
72,10,A,0.7111456371483311,5.423042283084273
72,10,B,0.6702256817373398,5.814707515383103
72,10,C,0.7111456371483311,5.423042283084273
72,14,A,0.748865925313251,5.112575580380364
72,14,B,0.6941638383850441,6.005422414525858
72,14,C,0.748865925313251,5.112575580380364
73,6,A,0.3167919608840333,1.8285797122680822
73,6,B,0.20142349620054434,2.395351297819107
73,6,C,0.31679196088403333,1.828579712268082
73,10,A,0.29654162118886535,2.1400702582192137
73,10,B,0.18308309743407306,2.6402528413316877
73,10,C,0.29654162118886535,2.1400702582192137
73,14,A,0.22673274847878236,2.2864033056008433
73,14,B,0.21312121241337453,2.789288212905554
73,14,C,0.22673274847878236,2.2864033056008433
74,6,A,0.043399687395263994,1.893514148030117
74,6,B,-0.0792200452617994,2.541239614241266
74,6,C,0.04339968739526402,1.893514148030117
74,10,A,-0.26116777537782054,2.3688773193425092
74,10,B,-0.129228971403594,2.8589646237541304
74,10,C,-0.2611677753778206,2.3688773193425092
74,14,A,-0.036856855030485185,1.8190077233985829
74,14,B,-0.24132076176234932,2.5708520878382757
74,14,C,-0.036856855030485164,1.819007723398583
75,6,A,0.13853752993763566,2.3543934642700686
75,6,B,0.13134797131915588,3.423147283227837
75,6,C,0.07833982787427261,2.308241420017575
75,10,A,-0.1727727254061841,2.75061753046697
75,10,B,0.020765981779379963,3.4337566109585818
75,10,C,-0.11263247658269263,2.5065292117360443
75,14,A,0.038872147469391764,2.4059361443019647
75,14,B,-0.048952627328186095,3.7320866203838197
75,14,C,0.01526135571237252,2.3918694382237646
76,6,A,0.15954058943380975,1.7239629416111693
76,6,B,0.11065151878846642,2.241640079658413
76,6,C,0.1595405894338098,1.7239629416111693
76,10,A,0.11230922972445906,1.4575687326779436
76,10,B,0.19920852391067884,2.137221307342294
76,10,C,0.11230922972445907,1.4575687326779436
76,14,A,0.06404865308522924,1.8100269350476177
76,14,B,0.0056518677100636195,2.114109976633949
76,14,C,0.06404865308522925,1.8100269350476177
77,6,A,0.13865172093631156,2.170647038493901
77,6,B,0.11901193966957216,3.047670062229218
77,6,C,0.1272460675004209,2.0902993335993973
77,10,A,-0.030672314658805145,2.4548903391807553
77,10,B,0.008418514030427853,3.1102432557500106
77,10,C,-0.023219474155565648,2.421119065288349
77,14,A,0.08334005896443361,2.3257483479800944
77,14,B,0.06138002912259126,3.1360700144147926
77,14,C,0.05870012005652637,2.1471071890153004
78,6,A,-0.030841864454196104,2.0950239832127355
78,6,B,-0.17684771716580025,3.0619478030051877
78,6,C,0.03327775765721425,2.0226472397959996
78,10,A,-0.4143847627220946,2.905478026416203
78,10,B,-0.08198437863879214,3.112272397575861
78,10,C,-0.45823713052705256,3.0156350593735226
78,14,A,-0.1940659694200379,2.2292069662116742
78,14,B,-0.11368211916723774,3.0162661041390835
78,14,C,-0.05138494366541015,2.064429498613788
79,6,A,0.23089982018330846,2.5499290405954613
79,6,B,0.014599146902883503,3.211690673583797
79,6,C,0.23885287656241158,2.370202863798743
79,10,A,0.20986776650224362,2.8577391618276025
79,10,B,0.10132478695280413,3.5165687060886524
79,10,C,0.2373544144298011,2.54439834936908
79,14,A,0.3122530356008537,2.498478767365768
79,14,B,0.19081261492681784,2.954608324304834
79,14,C,0.3083726824435273,2.3535847720743948
80,6,A,0.18634245918727566,2.4992957947553274
80,6,B,0.1331679426605103,3.1487885255589765
80,6,C,0.1967839609035432,2.4418974656171333
80,10,A,0.23483203375709819,2.484415224638676
80,10,B,0.22883234907829145,3.348803724211863
80,10,C,0.21323396730762276,2.377311341306218
80,14,A,0.21278678208522314,2.5870260277328927
80,14,B,0.0731963257461907,3.062600300773431
80,14,C,0.21133041420225052,2.4793451693296875
81,6,A,0.07853137287028769,1.7249084327752418
81,6,B,0.013050840967221212,2.204822602187432
81,6,C,0.06633517507365606,1.6759092491321643
81,10,A,0.041461591174489366,1.8175203878160375
81,10,B,0.06763831062217553,2.399429451123568
81,10,C,0.04343590105343492,1.755756752770124
81,14,A,0.11608057557307852,1.7166209118121742
81,14,B,0.04425055751504713,2.3418223507155917
81,14,C,0.1238821854890382,1.6359637463904726
82,6,A,0.1398391005455576,1.9800050918150993
82,6,B,0.07130260537306174,2.5534415673803608
82,6,C,0.15174762953827298,1.9689708547697344
82,10,A,0.08796759731531728,2.281230096264805
82,10,B,0.07110819421218724,2.8954614781523866
82,10,C,0.09781714912086938,2.2086657552221656
82,14,A,0.17798666615307457,2.070454536811695
82,14,B,0.11959198117515467,2.7398890383742014
82,14,C,0.18460768710905204,2.0387306832677248
83,6,A,0.12895620877778474,2.062356949628507
83,6,B,0.14391207780362184,2.9007892490751908
83,6,C,0.1429634762912265,1.9924466468211082
83,10,A,0.17343129616319897,1.7966865656506126
83,10,B,0.00638911892773214,2.598191091219504
83,10,C,0.21331347959100336,1.7207809622061279
83,14,A,0.038361713190468195,2.0590241789296053
83,14,B,0.004777105434076553,2.8952128064980887
83,14,C,-0.006430039477674884,2.095410171307231
84,6,A,-0.09866218914199024,2.636203576957906
84,6,B,-0.1908284359319427,4.086611259910655
84,6,C,-0.12898454540231913,2.655667361428917
84,10,A,0.07732860927283591,2.4502789289851616
84,10,B,0.13820057935843635,3.6050326150009644
84,10,C,0.06791253517795584,2.3918049987257874
84,14,A,0.10844288157732716,2.4685697699238403
84,14,B,0.21103165323869866,4.034097013419571
84,14,C,0.0300564474911197,2.318723696992192
85,6,A,0.5955670158522064,3.9858244357321437
85,6,B,0.5308492223031824,4.31274889052507
85,6,C,0.5939054959912369,3.887984650590441
