subject,condition,balanced_accuracy,fists_recall,feet_recall
58,C,0.8005952380952381,0.8214285714285715,0.7797619047619048
59,A,0.5997023809523809,0.6607142857142857,0.5386904761904762
59,B,0.5625,0.47321428571428575,0.6517857142857143
59,C,0.5178571428571428,0.30952380952380953,0.7261904761904763
60,A,0.8095238095238096,0.7857142857142857,0.8333333333333334
60,B,0.6622023809523809,0.5952380952380952,0.7291666666666666
60,C,0.8422619047619048,0.8095238095238094,0.875
61,A,0.46875,0.2708333333333333,0.6666666666666666
61,B,0.6473214285714285,0.6041666666666666,0.6904761904761904
61,C,0.6458333333333334,0.625,0.6666666666666666
62,A,0.8854166666666666,0.7708333333333334,1.0
62,B,0.9479166666666666,0.8958333333333334,1.0
62,C,0.9375,0.875,1.0
63,A,0.4851190476190476,0.3630952380952381,0.6071428571428571
63,B,0.5104166666666666,0.09226190476190477,0.9285714285714285
63,C,0.49702380952380953,0.041666666666666664,0.9523809523809524
64,A,0.38095238095238093,0.4523809523809524,0.3095238095238095
64,B,0.5238095238095237,0.5714285714285713,0.4761904761904762
64,C,0.4761904761904761,0.2857142857142857,0.6666666666666666
65,A,0.5818452380952381,0.5505952380952381,0.6130952380952381
65,B,0.5952380952380952,0.7946428571428571,0.3958333333333333
65,C,0.5892857142857143,0.6666666666666666,0.5119047619047619
66,A,0.5788690476190476,0.550595238095238,0.6071428571428571
66,B,0.4836309523809524,0.4523809523809524,0.5148809523809524
66,C,0.6041666666666667,0.6904761904761906,0.5178571428571429
67,A,0.4791666666666667,0.3125,0.6458333333333334
67,B,0.48660714285714285,0.1875,0.7857142857142857
67,C,0.4851190476190476,0.5416666666666666,0.42857142857142855
68,A,0.5252976190476191,0.625,0.42559523809523814
68,B,0.6235119047619048,0.5922619047619048,0.6547619047619048
68,C,0.6547619047619048,0.6488095238095238,0.6607142857142857
69,A,0.6413690476190476,0.7261904761904762,0.5565476190476191
69,B,0.5788690476190476,0.4672619047619048,0.6904761904761904
69,C,0.7053571428571429,0.7678571428571429,0.6428571428571429
70,A,0.8363095238095238,0.7380952380952381,0.9345238095238096
70,B,0.8764880952380952,0.9375,0.8154761904761904
70,C,0.9761904761904763,1.0,0.9523809523809524
71,A,0.7797619047619048,0.6488095238095238,0.9107142857142857
71,B,0.8110119047619048,0.6696428571428571,0.9523809523809524
71,C,0.8214285714285715,0.6904761904761904,0.9523809523809524
