accuracy,balanced_accuracy,feet_recall,fists_recall,fold,macro_f1,model,qc_sensitivity,roc_auc,subject,test_run,training_runs,trial_count,true_feet_predicted_feet,true_feet_predicted_fists,true_fists_predicted_feet,true_fists_predicted_fists
0.6923076923076923,0.7142857142857143,1.0,0.42857142857142855,1,0.675,csp_4_empirical,True,0.7142857142857143,39,6,10/14,13,6,0,4,3
0.5384615384615384,0.5476190476190476,0.42857142857142855,0.6666666666666666,2,0.5357142857142857,csp_4_empirical,True,0.5,39,10,6/14,13,3,4,2,4
0.7142857142857143,0.7142857142857142,0.5714285714285714,0.8571428571428571,3,0.7083333333333333,csp_4_empirical,True,0.7142857142857142,39,14,6/10,14,4,3,1,6
0.4,0.4017857142857143,0.42857142857142855,0.375,1,0.4,spectral_baseline_6,False,0.30357142857142855,40,6,10/14,15,3,4,5,3
0.3333333333333333,0.3392857142857143,0.25,0.42857142857142855,2,0.33035714285714285,spectral_baseline_6,False,0.3928571428571429,40,10,6/14,15,2,6,4,3
0.4666666666666667,0.49107142857142855,0.125,0.8571428571428571,3,0.4,spectral_baseline_6,False,0.5357142857142858,40,14,6/10,15,1,7,1,6
0.45454545454545453,0.4666666666666667,0.3333333333333333,0.6,1,0.45,spectral_baseline_6,True,0.36666666666666664,40,6,10/14,11,2,4,2,3
0.4444444444444444,0.45,0.4,0.5,2,0.4444444444444444,spectral_baseline_6,True,0.45,40,10,6/14,9,2,3,2,2
0.5,0.5,0.2857142857142857,0.7142857142857143,3,0.47593582887700536,spectral_baseline_6,True,0.6122448979591837,40,14,6/10,14,2,5,2,5
0.4666666666666667,0.5,1.0,0.0,1,0.3181818181818182,csp_4_empirical,False,0.2857142857142857,40,6,10/14,15,7,0,8,0
0.6,0.5803571428571428,0.875,0.2857142857142857,2,0.55,csp_4_empirical,False,0.625,40,10,6/14,15,7,1,5,2
0.6666666666666666,0.6428571428571428,1.0,0.2857142857142857,3,0.6031746031746031,csp_4_empirical,False,0.7142857142857143,40,14,6/10,15,8,0,5,2
0.5454545454545454,0.5,1.0,0.0,1,0.35294117647058826,csp_4_empirical,True,0.4333333333333333,40,6,10/14,11,6,0,5,0
0.6666666666666666,0.625,1.0,0.25,2,0.5846153846153846,csp_4_empirical,True,0.8,40,10,6/14,9,5,0,3,1
0.5714285714285714,0.5714285714285714,1.0,0.14285714285714285,3,0.475,csp_4_empirical,True,0.7142857142857143,40,14,6/10,14,7,0,6,1
0.35714285714285715,0.3571428571428571,0.2857142857142857,0.42857142857142855,1,0.35384615384615387,spectral_baseline_6,False,0.326530612244898,41,6,10/14,14,2,5,4,3
0.42857142857142855,0.4285714285714286,0.7142857142857143,0.14285714285714285,2,0.37777777777777777,spectral_baseline_6,False,0.5102040816326532,41,10,6/14,14,5,2,6,1
0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,3,0.2857142857142857,spectral_baseline_6,False,0.3469387755102041,41,14,6/10,14,2,5,5,2
0.35714285714285715,0.3571428571428571,0.2857142857142857,0.42857142857142855,1,0.35384615384615387,spectral_baseline_6,True,0.3877551020408163,41,6,10/14,14,2,5,4,3
0.5714285714285714,0.5714285714285714,0.8571428571428571,0.2857142857142857,2,0.5333333333333333,spectral_baseline_6,True,0.4693877551020408,41,10,6/14,14,6,1,5,2
0.3333333333333333,0.34285714285714286,0.2857142857142857,0.4,3,0.3333333333333333,spectral_baseline_6,True,0.42857142857142855,41,14,6/10,12,2,5,3,2
0.5714285714285714,0.5714285714285714,0.2857142857142857,0.8571428571428571,1,0.5333333333333333,csp_4_empirical,False,0.4897959183673469,41,6,10/14,14,2,5,1,6
0.5,0.5,0.2857142857142857,0.7142857142857143,2,0.47593582887700536,csp_4_empirical,False,0.5918367346938775,41,10,6/14,14,2,5,2,5
0.5714285714285714,0.5714285714285714,0.14285714285714285,1.0,3,0.475,csp_4_empirical,False,0.6326530612244898,41,14,6/10,14,1,6,0,7
0.42857142857142855,0.4285714285714286,0.14285714285714285,0.7142857142857143,1,0.37777777777777777,csp_4_empirical,True,0.5714285714285714,41,6,10/14,14,1,6,2,5
0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,2,0.5714285714285714,csp_4_empirical,True,0.48979591836734687,41,10,6/14,14,4,3,3,4
0.5,0.5714285714285714,0.14285714285714285,1.0,3,0.4375,csp_4_empirical,True,0.6571428571428571,41,14,6/10,12,1,6,0,5
0.7333333333333333,0.7321428571428572,0.7142857142857143,0.75,1,0.7321428571428572,spectral_baseline_6,False,0.7678571428571428,42,6,10/14,15,5,2,2,6
0.8,0.7857142857142857,0.5714285714285714,1.0,2,0.784688995215311,spectral_baseline_6,False,0.7857142857142857,42,10,6/14,15,4,3,0,8
0.4666666666666667,0.45535714285714285,0.2857142857142857,0.625,3,0.4444444444444444,spectral_baseline_6,False,0.6785714285714286,42,14,6/10,15,2,5,3,5
0.8461538461538461,0.8571428571428572,0.7142857142857143,1.0,1,0.8452380952380952,spectral_baseline_6,True,0.7619047619047619,42,6,10/14,13,5,2,0,6
0.75,0.7857142857142857,0.5714285714285714,1.0,2,0.7482517482517483,spectral_baseline_6,True,0.8,42,10,6/14,12,4,3,0,5
0.5384615384615384,0.5595238095238095,0.2857142857142857,0.8333333333333334,3,0.5125,spectral_baseline_6,True,0.8095238095238095,42,14,6/10,13,2,5,1,5
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,False,1.0,42,6,10/14,15,7,0,0,8
1.0,1.0,1.0,1.0,2,1.0,csp_4_empirical,False,1.0,42,10,6/14,15,7,0,0,8
0.9333333333333333,0.9375,1.0,0.875,3,0.9333333333333333,csp_4_empirical,False,1.0,42,14,6/10,15,7,0,1,7
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,True,1.0,42,6,10/14,13,7,0,0,6
1.0,1.0,1.0,1.0,2,1.0,csp_4_empirical,True,1.0,42,10,6/14,12,7,0,0,5
0.9230769230769231,0.9166666666666667,1.0,0.8333333333333334,3,0.9212121212121211,csp_4_empirical,True,0.9761904761904763,42,14,6/10,13,7,0,1,5
0.6666666666666666,0.6517857142857143,0.42857142857142855,0.875,1,0.6411483253588517,spectral_baseline_6,False,0.5535714285714286,43,6,10/14,15,3,4,1,7
0.8,0.8125,1.0,0.625,2,0.7963800904977376,spectral_baseline_6,False,0.8571428571428571,43,10,6/14,15,7,0,3,5
0.8,0.7946428571428572,0.875,0.7142857142857143,3,0.7963800904977376,spectral_baseline_6,False,0.8214285714285714,43,14,6/10,15,7,1,2,5
0.6923076923076923,0.7142857142857143,0.42857142857142855,1.0,1,0.675,spectral_baseline_6,True,0.5714285714285714,43,6,10/14,13,3,4,0,6
0.7857142857142857,0.7857142857142857,1.0,0.5714285714285714,2,0.7754010695187166,spectral_baseline_6,True,0.8163265306122448,43,10,6/14,14,7,0,3,4
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,0.6666666666666666,spectral_baseline_6,True,0.75,43,14,6/10,12,4,2,2,4
0.8666666666666667,0.8571428571428572,0.7142857142857143,1.0,1,0.8611111111111112,csp_4_empirical,False,0.8928571428571428,43,6,10/14,15,5,2,0,8
1.0,1.0,1.0,1.0,2,1.0,csp_4_empirical,False,1.0,43,10,6/14,15,7,0,0,8
1.0,1.0,1.0,1.0,3,1.0,csp_4_empirical,False,1.0,43,14,6/10,15,8,0,0,7
0.7692307692307693,0.7738095238095238,0.7142857142857143,0.8333333333333334,1,0.7692307692307693,csp_4_empirical,True,0.8333333333333333,43,6,10/14,13,5,2,1,5
0.9285714285714286,0.9285714285714286,0.8571428571428571,1.0,2,0.9282051282051282,csp_4_empirical,True,0.9591836734693877,43,10,6/14,14,6,1,0,7
0.9166666666666666,0.9166666666666667,0.8333333333333334,1.0,3,0.916083916083916,csp_4_empirical,True,0.9722222222222223,43,14,6/10,12,5,1,0,6
0.6666666666666666,0.6696428571428572,0.7142857142857143,0.625,1,0.6666666666666666,spectral_baseline_6,False,0.5357142857142857,44,6,10/14,15,5,2,3,5
0.5333333333333333,0.5357142857142857,0.5714285714285714,0.5,2,0.5333333333333333,spectral_baseline_6,False,0.6428571428571428,44,10,6/14,15,4,3,4,4
0.6,0.6071428571428572,0.5,0.7142857142857143,3,0.5982142857142857,spectral_baseline_6,False,0.6964285714285715,44,14,6/10,15,4,4,2,5
0.5384615384615384,0.5357142857142857,0.5,0.5714285714285714,1,0.5357142857142857,spectral_baseline_6,True,0.47619047619047616,44,6,10/14,13,3,3,3,4
0.5333333333333333,0.5357142857142857,0.5714285714285714,0.5,2,0.5333333333333333,spectral_baseline_6,True,0.6607142857142857,44,10,6/14,15,4,3,4,4
0.5384615384615384,0.5595238095238095,0.2857142857142857,0.8333333333333334,3,0.5125,spectral_baseline_6,True,0.7142857142857143,44,14,6/10,13,2,5,1,5
0.8,0.8035714285714286,0.8571428571428571,0.75,1,0.8,csp_4_empirical,False,0.875,44,6,10/14,15,6,1,2,6
0.6666666666666666,0.6607142857142857,0.5714285714285714,0.75,2,0.660633484162896,csp_4_empirical,False,0.7142857142857143,44,10,6/14,15,4,3,2,6
0.8,0.8035714285714286,0.75,0.8571428571428571,3,0.8,csp_4_empirical,False,0.9107142857142858,44,14,6/10,15,6,2,1,6
0.7692307692307693,0.7738095238095238,0.8333333333333334,0.7142857142857143,1,0.7692307692307693,csp_4_empirical,True,0.8571428571428571,44,6,10/14,13,5,1,2,5
0.8666666666666667,0.875,1.0,0.75,2,0.8660714285714286,csp_4_empirical,True,0.9642857142857143,44,10,6/14,15,7,0,2,6
0.6923076923076923,0.7023809523809523,0.5714285714285714,0.8333333333333334,3,0.6904761904761905,csp_4_empirical,True,0.880952380952381,44,14,6/10,13,4,3,1,5
0.6,0.6071428571428572,0.7142857142857143,0.5,1,0.5982142857142857,spectral_baseline_6,False,0.7321428571428572,45,6,10/14,15,5,2,4,4
0.5333333333333333,0.5267857142857143,0.42857142857142855,0.625,2,0.5248868778280543,spectral_baseline_6,False,0.6607142857142857,45,10,6/14,15,3,4,3,5
0.7333333333333333,0.75,1.0,0.5,3,0.7222222222222222,spectral_baseline_6,False,0.7857142857142857,45,14,6/10,15,7,0,4,4
0.6,0.7142857142857143,1.0,0.42857142857142855,1,0.6,spectral_baseline_6,True,0.8571428571428571,45,6,10/14,10,3,0,4,3
0.8,0.8,0.6,1.0,2,0.7916666666666667,spectral_baseline_6,True,0.76,45,10,6/14,10,3,2,0,5
0.5833333333333334,0.5833333333333333,0.5,0.6666666666666666,3,0.5804195804195804,spectral_baseline_6,True,0.7222222222222222,45,14,6/10,12,3,3,2,4
0.4666666666666667,0.5,1.0,0.0,1,0.3181818181818182,csp_4_empirical,False,0.6071428571428571,45,6,10/14,15,7,0,8,0
0.6,0.5803571428571428,0.2857142857142857,0.875,2,0.55,csp_4_empirical,False,0.8035714285714285,45,10,6/14,15,2,5,1,7
0.6666666666666666,0.6696428571428572,0.7142857142857143,0.625,3,0.6666666666666666,csp_4_empirical,False,0.75,45,14,6/10,15,5,2,3,5
0.3,0.5,1.0,0.0,1,0.23076923076923078,csp_4_empirical,True,0.8095238095238095,45,6,10/14,10,3,0,7,0
0.8,0.8,0.8,0.8,2,0.8,csp_4_empirical,True,0.92,45,10,6/14,10,4,1,1,4
0.5833333333333334,0.5833333333333333,0.6666666666666666,0.5,3,0.5804195804195804,csp_4_empirical,True,0.6666666666666667,45,14,6/10,12,4,2,3,3
0.8,0.7946428571428572,0.7142857142857143,0.875,1,0.7963800904977376,spectral_baseline_6,False,0.7499999999999999,46,6,10/14,15,5,2,1,7
0.4666666666666667,0.48214285714285715,0.25,0.7142857142857143,2,0.4444444444444444,spectral_baseline_6,False,0.4642857142857143,46,10,6/14,15,2,6,2,5
0.5333333333333333,0.5178571428571428,0.75,0.2857142857142857,3,0.49760765550239233,spectral_baseline_6,False,0.625,46,14,6/10,15,6,2,5,2
0.5,0.375,0.75,0.0,1,0.3333333333333333,spectral_baseline_6,True,0.5,46,6,10/14,6,3,1,2,0
0.6666666666666666,0.625,0.75,0.5,2,0.625,spectral_baseline_6,True,0.5,46,10,6/14,6,3,1,1,1
0.5,0.5142857142857142,0.42857142857142855,0.6,3,0.5,spectral_baseline_6,True,0.4571428571428571,46,14,6/10,12,3,4,2,3
0.7333333333333333,0.7321428571428572,0.7142857142857143,0.75,1,0.7321428571428572,csp_4_empirical,False,0.8035714285714286,46,6,10/14,15,5,2,2,6
0.6666666666666666,0.6785714285714286,0.5,0.8571428571428571,2,0.660633484162896,csp_4_empirical,False,0.875,46,10,6/14,15,4,4,1,6
0.6666666666666666,0.6607142857142857,0.75,0.5714285714285714,3,0.660633484162896,csp_4_empirical,False,0.7678571428571428,46,14,6/10,15,6,2,3,4
0.6666666666666666,0.5,1.0,0.0,1,0.4,csp_4_empirical,True,0.75,46,6,10/14,6,4,0,2,0
0.5,0.375,0.75,0.0,2,0.3333333333333333,csp_4_empirical,True,0.5,46,10,6/14,6,3,1,2,0
0.6666666666666666,0.6285714285714286,0.8571428571428571,0.4,3,0.625,csp_4_empirical,True,0.6857142857142857,46,14,6/10,12,6,1,3,2
0.4666666666666667,0.4732142857142857,0.5714285714285714,0.375,1,0.4642857142857143,spectral_baseline_6,False,0.46428571428571425,47,6,10/14,15,4,3,5,3
0.3333333333333333,0.3214285714285714,0.5,0.14285714285714285,2,0.3055555555555555,spectral_baseline_6,False,0.375,47,10,6/14,15,4,4,6,1
0.5333333333333333,0.5267857142857143,0.42857142857142855,0.625,3,0.5248868778280543,spectral_baseline_6,False,0.4821428571428571,47,14,6/10,15,3,4,3,5
0.4666666666666667,0.4642857142857143,0.42857142857142855,0.5,1,0.4642857142857143,spectral_baseline_6,True,0.44642857142857145,47,6,10/14,15,3,4,4,4
0.4,0.375,0.5,0.25,2,0.375,spectral_baseline_6,True,0.41666666666666663,47,10,6/14,10,3,3,3,1
0.6153846153846154,0.6190476190476191,0.5714285714285714,0.6666666666666666,3,0.6153846153846154,spectral_baseline_6,True,0.6428571428571428,47,14,6/10,13,4,3,2,4
0.3333333333333333,0.35714285714285715,0.7142857142857143,0.0,1,0.25,csp_4_empirical,False,0.3571428571428571,47,6,10/14,15,5,2,8,0
0.3333333333333333,0.3392857142857143,0.25,0.42857142857142855,2,0.33035714285714285,csp_4_empirical,False,0.3392857142857143,47,10,6/14,15,2,6,4,3
0.6,0.5892857142857143,0.42857142857142855,0.75,3,0.5833333333333333,csp_4_empirical,False,0.5357142857142857,47,14,6/10,15,3,4,2,6
0.4666666666666667,0.5,1.0,0.0,1,0.3181818181818182,csp_4_empirical,True,0.39285714285714285,47,6,10/14,15,7,0,8,0
0.3,0.375,0.0,0.75,2,0.23076923076923078,csp_4_empirical,True,0.25,47,10,6/14,10,0,6,1,3
0.5384615384615384,0.5119047619047619,0.8571428571428571,0.16666666666666666,3,0.4583333333333333,csp_4_empirical,True,0.4999999999999999,47,14,6/10,13,6,1,5,1
0.6666666666666666,0.6607142857142857,0.5714285714285714,0.75,1,0.660633484162896,spectral_baseline_6,False,0.6785714285714286,48,6,10/14,15,4,3,2,6
0.6666666666666666,0.6696428571428572,0.7142857142857143,0.625,2,0.6666666666666666,spectral_baseline_6,False,0.7142857142857143,48,10,6/14,15,5,2,3,5
0.6666666666666666,0.6607142857142857,0.5714285714285714,0.75,3,0.660633484162896,spectral_baseline_6,False,0.6785714285714285,48,14,6/10,15,4,3,2,6
0.6,0.6000000000000001,0.4,0.8,1,0.5833333333333333,spectral_baseline_6,True,0.52,48,6,10/14,10,2,3,1,4
0.75,0.75,0.8333333333333334,0.6666666666666666,2,0.7482517482517483,spectral_baseline_6,True,0.7222222222222221,48,10,6/14,12,5,1,2,4
0.7272727272727273,0.75,0.5,1.0,3,0.717948717948718,spectral_baseline_6,True,0.8333333333333333,48,14,6/10,11,3,3,0,5
0.8,0.7946428571428572,0.7142857142857143,0.875,1,0.7963800904977376,csp_4_empirical,False,0.8928571428571428,48,6,10/14,15,5,2,1,7
0.7333333333333333,0.7232142857142857,0.5714285714285714,0.875,2,0.7222222222222222,csp_4_empirical,False,0.8035714285714286,48,10,6/14,15,4,3,1,7
0.8666666666666667,0.8571428571428572,0.7142857142857143,1.0,3,0.8611111111111112,csp_4_empirical,False,0.9642857142857143,48,14,6/10,15,5,2,0,8
0.7,0.7,0.6,0.8,1,0.696969696969697,csp_4_empirical,True,0.92,48,6,10/14,10,3,2,1,4
0.9166666666666666,0.9166666666666667,0.8333333333333334,1.0,2,0.916083916083916,csp_4_empirical,True,1.0,48,10,6/14,12,5,1,0,6
0.9090909090909091,0.9166666666666667,0.8333333333333334,1.0,3,0.9090909090909091,csp_4_empirical,True,0.9666666666666668,48,14,6/10,11,5,1,0,5
0.5333333333333333,0.5535714285714286,0.25,0.8571428571428571,1,0.49760765550239233,spectral_baseline_6,False,0.875,49,6,10/14,15,2,6,1,6
0.9333333333333333,0.9285714285714286,1.0,0.8571428571428571,2,0.9321266968325792,spectral_baseline_6,False,0.9821428571428572,49,10,6/14,15,8,0,1,6
0.7333333333333333,0.7232142857142857,0.875,0.5714285714285714,3,0.7222222222222222,spectral_baseline_6,False,0.8035714285714286,49,14,6/10,15,7,1,3,4
0.5714285714285714,0.5714285714285714,0.2857142857142857,0.8571428571428571,1,0.5333333333333333,spectral_baseline_6,True,0.8775510204081632,49,6,10/14,14,2,5,1,6
0.9333333333333333,0.9285714285714286,1.0,0.8571428571428571,2,0.9321266968325792,spectral_baseline_6,True,0.9821428571428572,49,10,6/14,15,8,0,1,6
0.6428571428571429,0.6041666666666666,0.875,0.3333333333333333,3,0.5906432748538011,spectral_baseline_6,True,0.7916666666666667,49,14,6/10,14,7,1,4,2
0.7333333333333333,0.7321428571428572,0.75,0.7142857142857143,1,0.7321428571428572,csp_4_empirical,False,0.875,49,6,10/14,15,6,2,2,5
0.6,0.5714285714285714,1.0,0.14285714285714285,2,0.48863636363636365,csp_4_empirical,False,0.8214285714285714,49,10,6/14,15,8,0,6,1
0.7333333333333333,0.7142857142857143,1.0,0.42857142857142855,3,0.7,csp_4_empirical,False,0.6071428571428572,49,14,6/10,15,8,0,4,3
0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1,0.8571428571428571,csp_4_empirical,True,0.9591836734693878,49,6,10/14,14,6,1,1,6
0.8,0.7857142857142857,1.0,0.5714285714285714,2,0.784688995215311,csp_4_empirical,True,0.7321428571428571,49,10,6/14,15,8,0,3,4
0.7857142857142857,0.75,1.0,0.5,3,0.7543859649122806,csp_4_empirical,True,0.6666666666666667,49,14,6/10,14,8,0,3,3
0.5333333333333333,0.5535714285714286,0.8571428571428571,0.25,1,0.49760765550239233,spectral_baseline_6,False,0.8392857142857142,50,6,10/14,15,6,1,6,2
0.6,0.5982142857142857,0.5714285714285714,0.625,2,0.5982142857142857,spectral_baseline_6,False,0.6428571428571428,50,10,6/14,15,4,3,3,5
0.4666666666666667,0.45535714285714285,0.2857142857142857,0.625,3,0.4444444444444444,spectral_baseline_6,False,0.6071428571428572,50,14,6/10,15,2,5,3,5
0.5833333333333334,0.5833333333333334,0.8333333333333334,0.3333333333333333,1,0.5555555555555556,spectral_baseline_6,True,0.7222222222222223,50,6,10/14,12,5,1,4,2
0.5833333333333334,0.5857142857142856,0.6,0.5714285714285714,2,0.5804195804195804,spectral_baseline_6,True,0.6571428571428571,50,10,6/14,12,3,2,3,4
0.46153846153846156,0.47619047619047616,0.2857142857142857,0.6666666666666666,3,0.4484848484848485,spectral_baseline_6,True,0.6190476190476191,50,14,6/10,13,2,5,2,4
0.6666666666666666,0.6607142857142857,0.5714285714285714,0.75,1,0.660633484162896,csp_4_empirical,False,0.75,50,6,10/14,15,4,3,2,6
0.6666666666666666,0.6517857142857143,0.42857142857142855,0.875,2,0.6411483253588517,csp_4_empirical,False,0.6428571428571428,50,10,6/14,15,3,4,1,7
0.6666666666666666,0.6875,1.0,0.375,3,0.6411483253588517,csp_4_empirical,False,0.8928571428571428,50,14,6/10,15,7,0,5,3
0.6666666666666666,0.6666666666666667,0.8333333333333334,0.5,1,0.6571428571428571,csp_4_empirical,True,0.8333333333333334,50,6,10/14,12,5,1,3,3
0.6666666666666666,0.6571428571428571,0.6,0.7142857142857143,2,0.6571428571428571,csp_4_empirical,True,0.7142857142857143,50,10,6/14,12,3,2,2,5
0.7692307692307693,0.7619047619047619,0.8571428571428571,0.6666666666666666,3,0.7636363636363637,csp_4_empirical,True,0.6428571428571429,50,14,6/10,13,6,1,2,4
0.5,0.5,0.7142857142857143,0.2857142857142857,1,0.47593582887700536,spectral_baseline_6,False,0.40816326530612246,51,6,10/14,14,5,2,5,2
0.6428571428571429,0.6428571428571428,0.7142857142857143,0.5714285714285714,2,0.641025641025641,spectral_baseline_6,False,0.5306122448979592,51,10,6/14,14,5,2,3,4
0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,3,0.41666666666666663,spectral_baseline_6,False,0.4897959183673469,51,14,6/10,14,4,3,5,2
0.5,0.5,0.5,0.5,1,0.4857142857142857,spectral_baseline_6,True,0.25,51,6,10/14,6,1,1,2,2
0.5,0.4666666666666667,0.3333333333333333,0.6,2,0.4666666666666667,spectral_baseline_6,True,0.39999999999999997,51,10,6/14,8,1,2,2,3
0.5555555555555556,0.55,0.6,0.5,3,0.55,spectral_baseline_6,True,0.55,51,14,6/10,9,3,2,2,2
0.7142857142857143,0.7142857142857143,0.42857142857142855,1.0,1,0.6888888888888889,csp_4_empirical,False,0.5714285714285714,51,6,10/14,14,3,4,0,7
0.6428571428571429,0.6428571428571428,0.2857142857142857,1.0,2,0.5906432748538011,csp_4_empirical,False,1.0,51,10,6/14,14,2,5,0,7
0.5714285714285714,0.5714285714285714,0.2857142857142857,0.8571428571428571,3,0.5333333333333333,csp_4_empirical,False,0.653061224489796,51,14,6/10,14,2,5,1,6
0.6666666666666666,0.5,0.0,1.0,1,0.4,csp_4_empirical,True,0.5,51,6,10/14,6,0,2,0,4
0.25,0.2,0.0,0.4,2,0.2,csp_4_empirical,True,0.19999999999999998,51,10,6/14,8,0,3,3,2
0.3333333333333333,0.35,0.2,0.5,3,0.325,csp_4_empirical,True,0.5,51,14,6/10,9,1,4,2,2
0.7333333333333333,0.75,0.5,1.0,1,0.7222222222222222,spectral_baseline_6,False,0.8928571428571428,52,6,10/14,15,4,4,0,7
0.8,0.7946428571428572,0.875,0.7142857142857143,2,0.7963800904977376,spectral_baseline_6,False,0.8571428571428571,52,10,6/14,15,7,1,2,5
0.6,0.6071428571428572,0.7142857142857143,0.5,3,0.5982142857142857,spectral_baseline_6,False,0.6428571428571428,52,14,6/10,15,5,2,4,4
0.8333333333333334,0.8,0.6,1.0,1,0.8125,spectral_baseline_6,True,0.9142857142857143,52,6,10/14,12,3,2,0,7
0.7333333333333333,0.7232142857142857,0.875,0.5714285714285714,2,0.7222222222222222,spectral_baseline_6,True,0.7678571428571428,52,10,6/14,15,7,1,3,4
0.5384615384615384,0.5357142857142857,0.5,0.5714285714285714,3,0.5357142857142857,spectral_baseline_6,True,0.6190476190476191,52,14,6/10,13,3,3,3,4
0.9333333333333333,0.9375,0.875,1.0,1,0.9333333333333333,csp_4_empirical,False,1.0,52,6,10/14,15,7,1,0,7
0.8,0.7946428571428572,0.875,0.7142857142857143,2,0.7963800904977376,csp_4_empirical,False,0.875,52,10,6/14,15,7,1,2,5
0.8,0.8035714285714286,0.8571428571428571,0.75,3,0.8,csp_4_empirical,False,0.9285714285714286,52,14,6/10,15,6,1,2,6
1.0,1.0,1.0,1.0,1,1.0,csp_4_empirical,True,1.0,52,6,10/14,12,5,0,0,7
0.8,0.7946428571428572,0.875,0.7142857142857143,2,0.7963800904977376,csp_4_empirical,True,0.8749999999999999,52,10,6/14,15,7,1,2,5
0.8461538461538461,0.8571428571428572,1.0,0.7142857142857143,3,0.8452380952380952,csp_4_empirical,True,0.9761904761904763,52,14,6/10,13,6,0,2,5
0.4666666666666667,0.48214285714285715,0.25,0.7142857142857143,1,0.4444444444444444,spectral_baseline_6,False,0.5178571428571429,53,6,10/14,15,2,6,2,5
0.4666666666666667,0.4642857142857143,0.42857142857142855,0.5,2,0.4642857142857143,spectral_baseline_6,False,0.3571428571428571,53,10,6/14,15,3,4,4,4
0.6,0.5982142857142857,0.5714285714285714,0.625,3,0.5982142857142857,spectral_baseline_6,False,0.6071428571428571,53,14,6/10,15,4,3,3,5
0.4666666666666667,0.48214285714285715,0.25,0.7142857142857143,1,0.4444444444444444,spectral_baseline_6,True,0.5,53,6,10/14,15,2,6,2,5
0.4,0.4017857142857143,0.42857142857142855,0.375,2,0.4,spectral_baseline_6,True,0.42857142857142855,53,10,6/14,15,3,4,5,3
0.6923076923076923,0.6904761904761905,0.6666666666666666,0.7142857142857143,3,0.6904761904761905,spectral_baseline_6,True,0.7619047619047619,53,14,6/10,13,4,2,2,5
0.5333333333333333,0.5357142857142857,0.5,0.5714285714285714,1,0.5333333333333333,csp_4_empirical,False,0.4642857142857143,53,6,10/14,15,4,4,3,4
0.4,0.41964285714285715,0.7142857142857143,0.125,2,0.354066985645933,csp_4_empirical,False,0.5714285714285714,53,10,6/14,15,5,2,7,1
0.4666666666666667,0.4375,0.0,0.875,3,0.3181818181818182,csp_4_empirical,False,0.6428571428571428,53,14,6/10,15,0,7,1,7
0.5333333333333333,0.5178571428571428,0.75,0.2857142857142857,1,0.49760765550239233,csp_4_empirical,True,0.5714285714285714,53,6,10/14,15,6,2,5,2
0.5333333333333333,0.5625,1.0,0.125,2,0.4444444444444444,csp_4_empirical,True,0.75,53,10,6/14,15,7,0,7,1
0.46153846153846156,0.42857142857142855,0.0,0.8571428571428571,3,0.3157894736842105,csp_4_empirical,True,0.6428571428571428,53,14,6/10,13,0,6,1,6
0.6666666666666666,0.6607142857142857,0.75,0.5714285714285714,1,0.660633484162896,spectral_baseline_6,False,0.5,54,6,10/14,15,6,2,3,4
0.5333333333333333,0.5267857142857143,0.42857142857142855,0.625,2,0.5248868778280543,spectral_baseline_6,False,0.42857142857142855,54,10,6/14,15,3,4,3,5
0.6,0.6160714285714286,0.8571428571428571,0.375,3,0.5833333333333333,spectral_baseline_6,False,0.6785714285714285,54,14,6/10,15,6,1,5,3
0.5454545454545454,0.42857142857142855,0.8571428571428571,0.0,1,0.35294117647058826,spectral_baseline_6,True,0.3214285714285714,54,6,10/14,11,6,1,4,0
0.21428571428571427,0.22916666666666666,0.3333333333333333,0.125,2,0.21025641025641026,spectral_baseline_6,True,0.35416666666666663,54,10,6/14,14,2,4,7,1
0.5,0.5428571428571429,0.8,0.2857142857142857,3,0.4857142857142857,spectral_baseline_6,True,0.7428571428571429,54,14,6/10,12,4,1,5,2
0.8,0.7857142857142857,1.0,0.5714285714285714,1,0.784688995215311,csp_4_empirical,False,0.9642857142857143,54,6,10/14,15,8,0,3,4
0.5333333333333333,0.5446428571428572,0.7142857142857143,0.375,2,0.5248868778280543,csp_4_empirical,False,0.5178571428571429,54,10,6/14,15,5,2,5,3
0.7333333333333333,0.7232142857142857,0.5714285714285714,0.875,3,0.7222222222222222,csp_4_empirical,False,0.8928571428571428,54,14,6/10,15,4,3,1,7
0.7272727272727273,0.625,1.0,0.25,1,0.611764705882353,csp_4_empirical,True,0.8928571428571428,54,6,10/14,11,7,0,3,1
0.6428571428571429,0.6666666666666667,0.8333333333333334,0.5,2,0.641025641025641,csp_4_empirical,True,0.6875,54,10,6/14,14,5,1,4,4
0.75,0.7571428571428571,0.8,0.7142857142857143,3,0.7482517482517483,csp_4_empirical,True,0.8857142857142857,54,14,6/10,12,4,1,2,5
0.4666666666666667,0.4732142857142857,0.5714285714285714,0.375,1,0.4642857142857143,spectral_baseline_6,False,0.41071428571428564,55,6,10/14,15,4,3,5,3
