subject,model,primary_mean_run_balanced_accuracy,balanced_accuracy_run_6,balanced_accuracy_run_10,balanced_accuracy_run_14,participant_run_range,pooled_balanced_accuracy,pooled_accuracy,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count,qc_sensitivity,group_observational_unit,zero_shot,target_adaptation_used
76,shrinkage_lda,0.5694444444444444,0.4166666666666667,0.5833333333333333,0.7083333333333333,0.2916666666666666,0.5431372549019607,0.53125,0.7333333333333333,0.35294117647058826,11,4,11,6,32,True,participant,True,False
77,shrinkage_lda,0.46428571428571425,0.3839285714285714,0.26785714285714285,0.7410714285714286,0.47321428571428575,0.4644268774703557,0.4666666666666667,0.36363636363636365,0.5652173913043478,8,14,10,13,45,False,participant,True,False
77,shrinkage_lda,0.46428571428571425,0.3125,0.26785714285714285,0.8125,0.5446428571428572,0.46212121212121215,0.46511627906976744,0.3333333333333333,0.5909090909090909,7,14,9,13,43,True,participant,True,False
78,shrinkage_lda,0.5565476190476191,0.5714285714285714,0.4732142857142857,0.625,0.1517857142857143,0.5622529644268774,0.5555555555555556,0.8636363636363636,0.2608695652173913,19,3,17,6,45,False,participant,True,False
78,shrinkage_lda,0.5079365079365079,0.5,0.45238095238095233,0.5714285714285714,0.11904761904761907,0.5,0.5,0.8235294117647058,0.17647058823529413,14,3,14,3,34,True,participant,True,False
79,shrinkage_lda,0.6071428571428571,0.4464285714285714,0.5803571428571428,0.7946428571428572,0.3482142857142858,0.6071428571428572,0.6222222222222222,0.38095238095238093,0.8333333333333334,8,13,4,20,45,False,participant,True,False
79,shrinkage_lda,0.5125000000000001,0.3,0.4,0.8375,0.5375000000000001,0.5555555555555556,0.6,0.3333333333333333,0.7777777777777778,4,8,4,14,30,True,participant,True,False
80,shrinkage_lda,0.49702380952380953,0.49107142857142855,0.5089285714285714,0.49107142857142855,0.01785714285714285,0.49702380952380953,0.4888888888888889,0.375,0.6190476190476191,9,15,8,13,45,False,participant,True,False
80,shrinkage_lda,0.4930555555555556,0.5166666666666667,0.4714285714285714,0.49107142857142855,0.0452380952380953,0.4666666666666667,0.47368421052631576,0.3333333333333333,0.6,6,12,8,12,38,True,participant,True,False
81,shrinkage_lda,0.43452380952380953,0.5714285714285714,0.35714285714285715,0.375,0.21428571428571425,0.4357707509881423,0.4444444444444444,0.045454545454545456,0.8260869565217391,1,21,4,19,45,False,participant,True,False
81,shrinkage_lda,0.43452380952380953,0.5714285714285714,0.35714285714285715,0.375,0.21428571428571425,0.4380434782608696,0.46511627906976744,0.05,0.8260869565217391,1,19,4,19,43,True,participant,True,False
82,shrinkage_lda,0.6041666666666666,0.5446428571428572,0.5982142857142857,0.6696428571428572,0.125,0.6041666666666666,0.6,0.5416666666666666,0.6666666666666666,13,11,7,14,45,False,participant,True,False
82,shrinkage_lda,0.617063492063492,0.5892857142857143,0.5714285714285714,0.6904761904761905,0.11904761904761907,0.6092436974789917,0.6052631578947368,0.5714285714285714,0.6470588235294118,12,9,6,11,38,True,participant,True,False
83,shrinkage_lda,0.6875,0.7232142857142857,0.6071428571428572,0.7321428571428572,0.125,0.6907114624505929,0.6888888888888889,0.7727272727272727,0.6086956521739131,17,5,9,14,45,False,participant,True,False
