subject,source_midpoint_offset,task_direction_magnitude,source_direction_alignment,within_subject_different_task_distance,same_subject_same_task_across_runs_distance,run_direction_alignment,all_three_run_alignments_positive,zero_shot_csp_ba,zero_shot_riemannian_ba,poor_zero_shot_csp,different_subject_same_task_distance,different_subject_different_task_distance,mean_pairwise_direction_alignment
90,5.6266811329963025,1.4191625656077838,0.09251284338963653,2.456145194481056,4.3852044520754,0.0004777638855574886,False,0.5595238095238095,0.4761904761904762,False,9.246125228989278,9.251719294410977,0.0378115839026397
91,6.5773127063037595,1.540680619934308,0.11111684422272436,2.3114499328687867,3.6062686708163842,0.16630974718879465,True,0.6309523809523809,0.6160714285714285,False,9.731146601425635,9.737554477864762,0.04095833582706458
93,6.20928950639974,2.3302951074770686,0.43394172230523065,3.262040738220209,4.455682195639203,0.26385659084093394,True,0.9553571428571429,0.7797619047619048,False,9.279874307787745,9.317381751278408,0.13575561953883725
94,7.154708639566969,1.8493123135875515,0.2692217540968098,2.8338789972662846,3.6068024379135117,0.1365248065495632,True,0.7559523809523809,0.5773809523809524,False,9.712726307705395,9.732339550749897,0.08239024814012641
95,7.8058152387644695,2.20188134984772,0.21880454469497207,3.514362656851022,4.948266115748641,0.05701715504164929,False,0.5505952380952381,0.7559523809523809,False,10.787018444330498,10.803506432101093,0.07452030935073886
96,5.307132316258973,1.485465739905872,0.05105058416414817,2.5852105774915244,3.217513113936699,-0.003327022096385733,False,0.5535714285714285,0.48214285714285715,False,8.490131788781087,8.495159617329355,0.025189167081204805
97,7.6934743684635745,1.8008166718726306,-0.0629330500839416,2.8537343765448795,3.2083522653626755,0.0955116726216469,True,0.4166666666666667,0.4226190476190476,True,10.200167648563006,10.199152397411762,-0.011492762335335078
98,7.630384017964224,2.324090661870571,0.2849737391029963,3.1395265029726858,3.9906896673004773,0.2826154219115057,True,0.6309523809523809,0.5267857142857143,False,10.324429231061899,10.352238815364588,0.09447449399858529
99,5.985701041570472,1.2617017014881207,-0.050497846209110006,2.1438507903630706,3.551553588144479,0.018243181589580316,False,0.5357142857142857,0.48809523809523814,False,9.566204215988414,9.562825096420916,-0.02022925710146614
101,7.957895522908128,1.4666789552862949,0.016343019637038166,2.5578092274686637,3.8421301098001557,-0.008152040008224443,False,0.5,0.6815476190476191,True,10.860908249117394,10.861084296652512,-0.0008991712916211162
102,5.837564286669914,1.5327771924225368,0.19819981061076966,2.56219584601185,4.628716745845323,0.036035171150235294,True,0.5952380952380952,0.5714285714285714,False,9.141807966030902,9.15234782706158,0.05655138691072376
103,7.750374341723089,1.7756483815890816,0.22587984235478356,2.708885294071648,6.149664260653413,0.13113395721137308,True,0.5446428571428571,0.6875,False,9.847527863888892,9.861258056738743,0.0483420286114299
104,5.211950806560446,2.810561321408006,0.20983628988558217,3.8290137711833463,3.462941974620399,0.24986046486847713,True,0.5833333333333334,0.37202380952380953,False,8.471063490678063,8.496802956976637,0.061371604936256985
105,7.324727935647954,1.6174506936562747,0.2128830192274208,2.5829130319486264,2.6993596427640667,0.08713760319775128,True,0.7767857142857144,0.49107142857142855,False,9.678134232725313,9.692706582957172,0.07056834023258682
106,6.12314814080238,1.725414149468588,0.14904951630561658,3.06038499850111,4.64826086924912,-0.029095549271604734,False,0.5,0.5446428571428571,True,9.166640264704752,9.177239463871464,0.05179089335107301
107,7.130859740844806,2.124215326838893,0.1305989796368713,2.9472707048416993,3.076355344338508,0.2783274989786327,True,0.5208333333333334,0.550595238095238,False,9.624352094983506,9.638436800600676,0.04671526234043673
108,4.306083628395002,1.567289406825375,0.08189356077824497,2.532980007152163,3.3692907597454855,0.06425832732185709,False,0.5952380952380952,0.5595238095238094,False,8.420211176048152,8.423521328623899,0.024908713845565738
109,12.034001728131516,1.5696514824480283,-0.0881437604273103,2.7741715389107697,3.395165571835762,-0.0205612422588573,False,0.5,0.4702380952380952,True,13.693065838446273,13.690824582397427,-0.012759817913532066
