subject,model,test_run,balanced_accuracy,accuracy,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count,qc_sensitivity,training_subjects,target_adaptation_used
95,shrinkage_lda,14,0.7232142857142857,0.7333333333333333,0.5714285714285714,0.875,4,3,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
95,shrinkage_lda,6,0.6666666666666666,0.6,0.3333333333333333,1.0,2,4,0,4,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
95,shrinkage_lda,10,0.8333333333333333,0.8888888888888888,0.6666666666666666,1.0,2,1,0,6,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
95,shrinkage_lda,14,0.75,0.75,0.6666666666666666,0.8333333333333334,4,2,1,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
96,shrinkage_lda,6,0.5892857142857143,0.6,0.42857142857142855,0.75,3,4,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
96,shrinkage_lda,10,0.4642857142857143,0.4666666666666667,0.42857142857142855,0.5,3,4,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
96,shrinkage_lda,14,0.39285714285714285,0.4,0.2857142857142857,0.5,2,5,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
96,shrinkage_lda,6,0.575,0.6153846153846154,0.4,0.75,2,3,2,6,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
96,shrinkage_lda,10,0.45,0.46153846153846156,0.4,0.5,2,3,4,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
96,shrinkage_lda,14,0.45238095238095233,0.46153846153846156,0.3333333333333333,0.5714285714285714,2,4,3,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
97,shrinkage_lda,6,0.5803571428571428,0.6,0.875,0.2857142857142857,7,1,5,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
97,shrinkage_lda,10,0.5,0.4666666666666667,1.0,0.0,7,0,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
97,shrinkage_lda,14,0.1875,0.2,0.375,0.0,3,5,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
97,shrinkage_lda,6,0.5952380952380952,0.6153846153846154,0.8571428571428571,0.3333333333333333,6,1,4,2,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
97,shrinkage_lda,10,0.5,0.5,1.0,0.0,7,0,7,0,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
97,shrinkage_lda,14,0.1875,0.2,0.375,0.0,3,5,7,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
98,shrinkage_lda,6,0.5535714285714286,0.5333333333333333,0.8571428571428571,0.25,6,1,6,2,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
98,shrinkage_lda,10,0.6785714285714286,0.6666666666666666,0.8571428571428571,0.5,6,1,4,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
98,shrinkage_lda,14,0.3482142857142857,0.3333333333333333,0.5714285714285714,0.125,4,3,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
98,shrinkage_lda,6,0.625,0.5714285714285714,1.0,0.25,6,0,6,2,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
98,shrinkage_lda,10,0.6666666666666667,0.6428571428571429,0.8333333333333334,0.5,5,1,4,4,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
98,shrinkage_lda,14,0.369047619047619,0.38461538461538464,0.5714285714285714,0.16666666666666666,4,3,5,1,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
99,shrinkage_lda,6,0.5625,0.5333333333333333,1.0,0.125,7,0,7,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
99,shrinkage_lda,10,0.2857142857142857,0.26666666666666666,0.5714285714285714,0.0,4,3,8,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
99,shrinkage_lda,14,0.6160714285714286,0.6,0.8571428571428571,0.375,6,1,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
99,shrinkage_lda,6,0.5625,0.5333333333333333,1.0,0.125,7,0,7,1,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
99,shrinkage_lda,10,0.2857142857142857,0.26666666666666666,0.5714285714285714,0.0,4,3,8,0,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
99,shrinkage_lda,14,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.2857142857142857,6,1,5,2,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
101,shrinkage_lda,6,0.6517857142857143,0.6666666666666666,0.875,0.42857142857142855,7,1,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
101,shrinkage_lda,10,0.7321428571428572,0.7333333333333333,0.75,0.7142857142857143,6,2,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
101,shrinkage_lda,14,0.6607142857142857,0.6666666666666666,0.75,0.5714285714285714,6,2,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
101,shrinkage_lda,6,0.5952380952380952,0.6153846153846154,0.8571428571428571,0.3333333333333333,6,1,4,2,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
101,shrinkage_lda,10,0.875,0.8888888888888888,1.0,0.75,5,0,1,3,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
101,shrinkage_lda,14,0.7619047619047619,0.7692307692307693,0.8571428571428571,0.6666666666666666,6,1,2,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
102,shrinkage_lda,6,0.5,0.5,0.8571428571428571,0.14285714285714285,6,1,6,1,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
102,shrinkage_lda,10,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.42857142857142855,5,2,4,3,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
102,shrinkage_lda,14,0.6428571428571428,0.6428571428571429,0.7142857142857143,0.5714285714285714,5,2,3,4,14,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
102,shrinkage_lda,6,0.5,0.5,0.8,0.2,4,1,4,1,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
102,shrinkage_lda,10,0.625,0.6,0.75,0.5,3,1,3,3,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
102,shrinkage_lda,14,0.6071428571428572,0.6153846153846154,0.7142857142857143,0.5,5,2,3,3,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
103,shrinkage_lda,6,0.6071428571428572,0.6,0.5,0.7142857142857143,4,4,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
103,shrinkage_lda,10,0.5892857142857143,0.6,0.42857142857142855,0.75,3,4,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
103,shrinkage_lda,14,0.8660714285714286,0.8666666666666667,0.8571428571428571,0.875,6,1,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
103,shrinkage_lda,6,0.5,0.5,0.3333333333333333,0.6666666666666666,2,4,2,4,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
103,shrinkage_lda,10,0.575,0.5555555555555556,0.4,0.75,2,3,1,3,9,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
103,shrinkage_lda,14,0.8166666666666667,0.8181818181818182,0.8,0.8333333333333334,4,1,1,5,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
104,shrinkage_lda,6,0.33035714285714285,0.3333333333333333,0.2857142857142857,0.375,2,5,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
104,shrinkage_lda,10,0.4017857142857143,0.4,0.375,0.42857142857142855,3,5,4,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
104,shrinkage_lda,14,0.3839285714285714,0.4,0.14285714285714285,0.625,1,6,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
104,shrinkage_lda,6,0.2708333333333333,0.2857142857142857,0.16666666666666666,0.375,1,5,5,3,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
104,shrinkage_lda,10,0.3666666666666667,0.36363636363636365,0.4,0.3333333333333333,2,3,4,2,11,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
104,shrinkage_lda,14,0.369047619047619,0.38461538461538464,0.16666666666666666,0.5714285714285714,1,5,3,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
105,shrinkage_lda,6,0.5625,0.5333333333333333,0.125,1.0,1,7,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
105,shrinkage_lda,10,0.4107142857142857,0.4,0.25,0.5714285714285714,2,6,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
105,shrinkage_lda,14,0.5,0.4666666666666667,0.0,1.0,0,8,0,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
105,shrinkage_lda,6,0.5833333333333334,0.6153846153846154,0.16666666666666666,1.0,1,5,0,7,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
105,shrinkage_lda,10,0.375,0.35714285714285715,0.25,0.5,2,6,3,3,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
105,shrinkage_lda,14,0.5,0.5384615384615384,0.0,1.0,0,6,0,7,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
106,shrinkage_lda,6,0.6875,0.6666666666666666,1.0,0.375,7,0,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
106,shrinkage_lda,10,0.4464285714285714,0.4666666666666667,0.75,0.14285714285714285,6,2,6,1,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
106,shrinkage_lda,14,0.5,0.5333333333333333,1.0,0.0,8,0,7,0,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
106,shrinkage_lda,6,0.6666666666666666,0.6,1.0,0.3333333333333333,4,0,4,2,10,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
106,shrinkage_lda,10,0.4285714285714286,0.42857142857142855,0.7142857142857143,0.14285714285714285,5,2,6,1,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
106,shrinkage_lda,14,0.5,0.6153846153846154,1.0,0.0,8,0,5,0,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
107,shrinkage_lda,6,0.7142857142857143,0.7333333333333333,0.42857142857142855,1.0,3,4,0,8,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
107,shrinkage_lda,10,0.49107142857142855,0.4666666666666667,0.125,0.8571428571428571,1,7,1,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
107,shrinkage_lda,14,0.4464285714285714,0.4666666666666667,0.14285714285714285,0.75,1,6,2,6,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
107,shrinkage_lda,6,0.6666666666666666,0.7142857142857143,0.3333333333333333,1.0,2,4,0,8,14,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
107,shrinkage_lda,10,0.4625,0.38461538461538464,0.125,0.8,1,7,1,4,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
107,shrinkage_lda,14,0.35714285714285715,0.4166666666666667,0.0,0.7142857142857143,0,5,2,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
108,shrinkage_lda,6,0.4732142857142857,0.4666666666666667,0.5714285714285714,0.375,4,3,5,3,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
108,shrinkage_lda,10,0.6696428571428572,0.6666666666666666,0.7142857142857143,0.625,5,2,3,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
108,shrinkage_lda,14,0.5357142857142857,0.5333333333333333,0.5,0.5714285714285714,4,4,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
108,shrinkage_lda,6,0.5476190476190476,0.5384615384615384,0.6666666666666666,0.42857142857142855,4,2,4,3,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
108,shrinkage_lda,10,0.6696428571428572,0.6666666666666666,0.7142857142857143,0.625,5,2,3,5,15,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
108,shrinkage_lda,14,0.41666666666666663,0.4166666666666667,0.3333333333333333,0.5,2,4,3,3,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
109,shrinkage_lda,6,0.3482142857142857,0.3333333333333333,0.125,0.5714285714285714,1,7,3,4,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
109,shrinkage_lda,10,0.48214285714285715,0.4666666666666667,0.25,0.7142857142857143,2,6,2,5,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
109,shrinkage_lda,14,0.5803571428571428,0.6,0.2857142857142857,0.875,2,5,1,7,15,False,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
109,shrinkage_lda,6,0.3214285714285714,0.3076923076923077,0.14285714285714285,0.5,1,6,3,3,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
109,shrinkage_lda,10,0.4571428571428572,0.5,0.2,0.7142857142857143,1,4,2,5,12,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
109,shrinkage_lda,14,0.5595238095238095,0.5384615384615384,0.2857142857142857,0.8333333333333334,2,5,1,5,13,True,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,False
