accuracy,balanced_accuracy,feet_recall,fists_recall,model,subject,target_adaptation_used,test_run,training_subjects,trial_count,true_feet_predicted_feet,true_feet_predicted_fists,true_fists_predicted_feet,true_fists_predicted_fists
0.5333333333333333,0.5357142857142857,0.5714285714285714,0.5,spectral_baseline_6,38,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,3,4,4
0.26666666666666666,0.2767857142857143,0.125,0.42857142857142855,spectral_baseline_6,38,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,1,7,4,3
0.5333333333333333,0.5,0.0,1.0,csp_4_empirical,38,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,0,7,0,8
0.6666666666666666,0.6428571428571428,0.2857142857142857,1.0,csp_4_empirical,38,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,2,5,0,8
0.4,0.42857142857142855,0.0,0.8571428571428571,csp_4_empirical,38,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,0,8,1,6
0.3333333333333333,0.33035714285714285,0.2857142857142857,0.375,spectral_baseline_6,39,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,2,5,5,3
0.4666666666666667,0.4642857142857143,0.5,0.42857142857142855,spectral_baseline_6,39,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,4,4,3
0.4666666666666667,0.4642857142857143,0.42857142857142855,0.5,spectral_baseline_6,39,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,3,4,4,4
0.4,0.4017857142857143,0.42857142857142855,0.375,csp_4_empirical,39,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,3,4,5,3
0.4,0.39285714285714285,0.5,0.2857142857142857,csp_4_empirical,39,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,4,5,2
0.4666666666666667,0.4732142857142857,0.5714285714285714,0.375,csp_4_empirical,39,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,4,3,5,3
0.26666666666666666,0.2767857142857143,0.42857142857142855,0.125,spectral_baseline_6,40,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,3,4,7,1
0.6666666666666666,0.6607142857142857,0.75,0.5714285714285714,spectral_baseline_6,40,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,6,2,3,4
0.4,0.41964285714285715,0.125,0.7142857142857143,spectral_baseline_6,40,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,1,7,2,5
0.6,0.625,1.0,0.25,csp_4_empirical,40,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,7,0,6,2
0.4666666666666667,0.4375,0.875,0.0,csp_4_empirical,40,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,7,1,7,0
0.5333333333333333,0.5,1.0,0.0,csp_4_empirical,40,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,15,8,0,7,0
0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,spectral_baseline_6,41,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,4,3,3,4
0.35714285714285715,0.3571428571428571,0.42857142857142855,0.2857142857142857,spectral_baseline_6,41,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,3,4,5,2
0.42857142857142855,0.4285714285714286,0.7142857142857143,0.14285714285714285,spectral_baseline_6,41,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,5,2,6,1
0.5,0.5,0.7142857142857143,0.2857142857142857,csp_4_empirical,41,False,6,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,5,2,5,2
0.6428571428571429,0.6428571428571428,1.0,0.2857142857142857,csp_4_empirical,41,False,10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,7,0,5,2
0.7857142857142857,0.7857142857142857,1.0,0.5714285714285714,csp_4_empirical,41,False,14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,14,7,0,3,4
