subject,test_run,condition,balanced_accuracy,fists_recall,feet_recall,variant_count,test_trial_count
63,10,B,0.42410714285714285,0.0625,0.7857142857142857,2,15
63,10,C,0.49107142857142855,0.125,0.8571428571428571,1,15
63,14,A,0.48214285714285715,0.21428571428571427,0.75,2,15
63,14,B,0.5,0.0,1.0,2,15
63,14,C,0.5,0.0,1.0,1,15
64,6,A,0.39285714285714285,0.5,0.2857142857142857,2,14
64,6,B,0.5714285714285714,0.6428571428571428,0.5,2,14
64,6,C,0.3571428571428571,0.14285714285714285,0.5714285714285714,1,14
64,10,A,0.3571428571428571,0.2857142857142857,0.42857142857142855,2,14
64,10,B,0.39285714285714285,0.3571428571428571,0.4285714285714286,2,14
64,10,C,0.4285714285714286,0.14285714285714285,0.7142857142857143,1,14
64,14,A,0.39285714285714285,0.5714285714285714,0.21428571428571427,2,14
64,14,B,0.6071428571428571,0.7142857142857142,0.5,2,14
64,14,C,0.6428571428571428,0.5714285714285714,0.7142857142857143,1,14
65,6,A,0.5758928571428572,0.4375,0.7142857142857143,2,15
65,6,B,0.65625,0.8125,0.5,2,15
65,6,C,0.6428571428571428,1.0,0.2857142857142857,1,15
65,10,A,0.6785714285714286,0.8571428571428571,0.5,2,15
65,10,B,0.5625,1.0,0.125,2,15
65,10,C,0.5982142857142857,0.5714285714285714,0.625,1,15
65,14,A,0.49107142857142855,0.3571428571428571,0.625,2,15
65,14,B,0.5669642857142857,0.5714285714285714,0.5625,2,15
65,14,C,0.5267857142857143,0.42857142857142855,0.625,1,15
66,6,A,0.6696428571428572,0.7142857142857142,0.625,2,15
66,6,B,0.4375,0.5,0.375,2,15
66,6,C,0.6071428571428572,0.7142857142857143,0.5,1,15
66,10,A,0.5044642857142857,0.4375,0.5714285714285714,2,15
66,10,B,0.4285714285714286,0.5,0.3571428571428571,2,15
66,10,C,0.4642857142857143,0.5,0.42857142857142855,1,15
66,14,A,0.5625,0.5,0.625,2,15
66,14,B,0.5848214285714286,0.3571428571428571,0.8125,2,15
66,14,C,0.7410714285714286,0.8571428571428571,0.625,1,15
67,6,A,0.46875,0.5,0.4375,2,15
67,6,B,0.5,0.5,0.5,2,15
67,6,C,0.5,1.0,0.0,1,15
67,10,A,0.5,0.0,1.0,2,15
67,10,B,0.5,0.0,1.0,2,15
67,10,C,0.49107142857142855,0.125,0.8571428571428571,1,15
67,14,A,0.46875,0.4375,0.5,2,15
67,14,B,0.45982142857142855,0.0625,0.8571428571428571,2,15
67,14,C,0.4642857142857143,0.5,0.42857142857142855,1,15
68,6,A,0.46875,0.5,0.4375,2,15
68,6,B,0.6607142857142858,0.5714285714285714,0.75,2,15
68,6,C,0.7410714285714286,0.8571428571428571,0.625,1,15
68,10,A,0.5446428571428571,0.875,0.21428571428571427,2,15
68,10,B,0.6383928571428572,0.5625,0.7142857142857142,2,15
68,10,C,0.6160714285714286,0.375,0.8571428571428571,1,15
68,14,A,0.5625,0.5,0.625,2,15
68,14,B,0.5714285714285714,0.6428571428571428,0.5,2,15
68,14,C,0.6071428571428572,0.7142857142857143,0.5,1,15
69,6,A,0.5535714285714286,0.75,0.35714285714285715,2,15
69,6,B,0.6294642857142857,0.6875,0.5714285714285714,2,15
69,6,C,0.6517857142857143,0.875,0.42857142857142855,1,15
69,10,A,0.6651785714285714,0.6428571428571428,0.6875,2,15
69,10,B,0.5892857142857142,0.42857142857142855,0.75,2,15
69,10,C,0.6696428571428572,0.7142857142857143,0.625,1,15
69,14,A,0.7053571428571429,0.7857142857142857,0.625,2,15
69,14,B,0.5178571428571428,0.2857142857142857,0.75,2,15
69,14,C,0.7946428571428572,0.7142857142857143,0.875,1,15
70,6,A,0.84375,0.6875,1.0,2,15
70,6,B,0.9375,0.875,1.0,2,15
70,6,C,1.0,1.0,1.0,1,15
70,10,A,0.8705357142857143,0.8125,0.9285714285714286,2,15
70,10,B,0.7544642857142857,0.9375,0.5714285714285714,2,15
70,10,C,0.9285714285714286,1.0,0.8571428571428571,1,15
70,14,A,0.7946428571428572,0.7142857142857143,0.875,2,15
70,14,B,0.9375,1.0,0.875,2,15
70,14,C,1.0,1.0,1.0,1,15
71,6,A,0.8705357142857143,0.8125,0.9285714285714286,2,15
71,6,B,0.90625,0.8125,1.0,2,15
71,6,C,0.9375,0.875,1.0,1,15
71,10,A,0.7455357142857143,0.5625,0.9285714285714286,2,15
71,10,B,0.7410714285714286,0.625,0.8571428571428571,2,15
71,10,C,0.7410714285714286,0.625,0.8571428571428571,1,15
71,14,A,0.7232142857142857,0.5714285714285714,0.875,2,15
