subject,model,qc_sensitivity,fold,test_run,training_runs,balanced_accuracy,accuracy,macro_f1,roc_auc,fists_recall,feet_recall,true_fists_predicted_fists,true_fists_predicted_feet,true_feet_predicted_fists,true_feet_predicted_feet,trial_count
19,spectral_baseline_6,False,3,14,6/10,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.7142857142857142,0.625,0.7142857142857143,5,3,2,5,15
19,spectral_baseline_6,True,1,6,10/14,0.6160714285714286,0.6,0.5833333333333333,0.5535714285714286,0.8571428571428571,0.375,6,1,5,3,15
19,spectral_baseline_6,True,2,10,6/14,0.43333333333333335,0.45454545454545453,0.4107142857142857,0.4333333333333333,0.2,0.6666666666666666,1,4,2,4,11
19,spectral_baseline_6,True,3,14,6/10,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.5892857142857142,0.625,0.7142857142857143,5,3,2,5,15
19,spectral_baseline_9,False,1,6,10/14,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.6428571428571429,0.5714285714285714,0.5,4,3,4,4,15
19,spectral_baseline_9,False,2,10,6/14,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.5714285714285714,0.42857142857142855,0.5,3,4,4,4,15
19,spectral_baseline_9,False,3,14,6/10,0.7410714285714286,0.7333333333333333,0.7321428571428572,0.7678571428571428,0.625,0.8571428571428571,5,3,1,6,15
19,spectral_baseline_9,True,1,6,10/14,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.6785714285714286,0.7142857142857143,0.625,5,2,3,5,15
19,spectral_baseline_9,True,2,10,6/14,0.3666666666666667,0.36363636363636365,0.36363636363636365,0.5666666666666667,0.4,0.3333333333333333,2,3,4,2,11
19,spectral_baseline_9,True,3,14,6/10,0.8035714285714286,0.8,0.8,0.7857142857142857,0.75,0.8571428571428571,6,2,1,6,15
19,csp_4_empirical,False,1,6,10/14,0.6785714285714286,0.6666666666666666,0.660633484162896,0.6428571428571428,0.8571428571428571,0.5,6,1,4,4,15
19,csp_4_empirical,False,2,10,6/14,0.875,0.8666666666666667,0.8660714285714286,0.9285714285714286,1.0,0.75,7,0,2,6,15
19,csp_4_empirical,False,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.6607142857142857,0.5,0.5714285714285714,4,4,3,4,15
19,csp_4_empirical,True,1,6,10/14,0.6785714285714286,0.6666666666666666,0.660633484162896,0.7321428571428571,0.8571428571428571,0.5,6,1,4,4,15
19,csp_4_empirical,True,2,10,6/14,0.8333333333333333,0.8181818181818182,0.8166666666666667,0.8666666666666667,1.0,0.6666666666666666,5,0,2,4,11
19,csp_4_empirical,True,3,14,6/10,0.6071428571428572,0.6,0.5982142857142857,0.75,0.5,0.7142857142857143,4,4,2,5,15
19,csp_4_ledoit_wolf,False,1,6,10/14,0.8035714285714286,0.8,0.8,0.875,0.8571428571428571,0.75,6,1,2,6,15
19,csp_4_ledoit_wolf,False,2,10,6/14,0.8035714285714286,0.8,0.8,0.875,0.8571428571428571,0.75,6,1,2,6,15
19,csp_4_ledoit_wolf,False,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.6607142857142857,0.5,0.5714285714285714,4,4,3,4,15
19,csp_4_ledoit_wolf,True,1,6,10/14,0.6696428571428572,0.6666666666666666,0.6666666666666666,0.8928571428571428,0.7142857142857143,0.625,5,2,3,5,15
19,csp_4_ledoit_wolf,True,2,10,6/14,0.7333333333333334,0.7272727272727273,0.7272727272727273,0.8333333333333333,0.8,0.6666666666666666,4,1,2,4,11
19,csp_4_ledoit_wolf,True,3,14,6/10,0.6071428571428572,0.6,0.5982142857142857,0.6785714285714286,0.5,0.7142857142857143,4,4,2,5,15
19,csp_6_ledoit_wolf,False,1,6,10/14,0.8571428571428572,0.8666666666666667,0.8611111111111112,0.8035714285714286,0.7142857142857143,1.0,5,2,0,8,15
19,csp_6_ledoit_wolf,False,2,10,6/14,0.7321428571428572,0.7333333333333333,0.7321428571428572,0.8571428571428572,0.7142857142857143,0.75,5,2,2,6,15
19,csp_6_ledoit_wolf,False,3,14,6/10,0.5446428571428572,0.5333333333333333,0.5248868778280543,0.6785714285714285,0.375,0.7142857142857143,3,5,2,5,15
19,csp_6_ledoit_wolf,True,1,6,10/14,0.7946428571428572,0.8,0.7963800904977376,0.7142857142857142,0.7142857142857143,0.875,5,2,1,7,15
19,csp_6_ledoit_wolf,True,2,10,6/14,0.6333333333333333,0.6363636363636364,0.6333333333333333,0.8,0.6,0.6666666666666666,3,2,2,4,11
19,csp_6_ledoit_wolf,True,3,14,6/10,0.5357142857142857,0.5333333333333333,0.5333333333333333,0.6785714285714286,0.5,0.5714285714285714,4,4,3,4,15
20,spectral_baseline_6,False,1,6,10/14,0.875,0.8666666666666667,0.8660714285714286,0.9642857142857143,0.75,1.0,6,2,0,7,15
20,spectral_baseline_6,False,2,10,6/14,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.4285714285714286,0.5714285714285714,0.375,4,3,5,3,15
20,spectral_baseline_6,False,3,14,6/10,0.7142857142857143,0.7333333333333333,0.7,0.8571428571428571,1.0,0.42857142857142855,8,0,4,3,15
20,spectral_baseline_6,True,1,6,10/14,0.75,0.7,0.696969696969697,1.0,0.5,1.0,3,3,0,4,10
20,spectral_baseline_6,True,2,10,6/14,0.47619047619047616,0.46153846153846156,0.4484848484848485,0.5476190476190477,0.6666666666666666,0.2857142857142857,4,2,5,2,13
20,spectral_baseline_6,True,3,14,6/10,0.75,0.875,0.7948717948717949,0.8333333333333334,1.0,0.5,6,0,1,1,8
20,spectral_baseline_9,False,1,6,10/14,0.7410714285714286,0.7333333333333333,0.7321428571428572,0.9285714285714286,0.625,0.8571428571428571,5,3,1,6,15
20,spectral_baseline_9,False,2,10,6/14,0.4732142857142857,0.4666666666666667,0.4642857142857143,0.3928571428571429,0.5714285714285714,0.375,4,3,5,3,15
20,spectral_baseline_9,False,3,14,6/10,0.6428571428571428,0.6666666666666666,0.6031746031746031,0.7321428571428571,1.0,0.2857142857142857,8,0,5,2,15
20,spectral_baseline_9,True,1,6,10/14,0.8333333333333333,0.8,0.8,0.9583333333333334,0.6666666666666666,1.0,4,2,0,4,10
20,spectral_baseline_9,True,2,10,6/14,0.40476190476190477,0.38461538461538464,0.35,0.6666666666666667,0.6666666666666666,0.14285714285714285,4,2,6,1,13
20,spectral_baseline_9,True,3,14,6/10,0.75,0.875,0.7948717948717949,0.75,1.0,0.5,6,0,1,1,8
20,csp_4_empirical,False,1,6,10/14,0.625,0.6,0.55,0.5892857142857143,0.25,1.0,2,6,0,7,15
20,csp_4_empirical,False,2,10,6/14,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.5,0.42857142857142855,0.5,3,4,4,4,15
20,csp_4_empirical,False,3,14,6/10,0.6785714285714286,0.6666666666666666,0.660633484162896,0.75,0.5,0.8571428571428571,4,4,1,6,15
20,csp_4_empirical,True,1,6,10/14,0.375,0.3,0.23076923076923078,0.375,0.0,0.75,0,6,1,3,10
20,csp_4_empirical,True,2,10,6/14,0.40476190476190477,0.38461538461538464,0.35,0.5714285714285714,0.6666666666666666,0.14285714285714285,4,2,6,1,13
20,csp_4_empirical,True,3,14,6/10,0.5,0.75,0.42857142857142855,0.5833333333333334,1.0,0.0,6,0,2,0,8
20,csp_4_ledoit_wolf,False,1,6,10/14,0.6875,0.6666666666666666,0.6411483253588517,0.5714285714285714,0.375,1.0,3,5,0,7,15
20,csp_4_ledoit_wolf,False,2,10,6/14,0.5267857142857143,0.5333333333333333,0.5248868778280543,0.5714285714285714,0.42857142857142855,0.625,3,4,3,5,15
20,csp_4_ledoit_wolf,False,3,14,6/10,0.6517857142857143,0.6666666666666666,0.6411483253588517,0.6607142857142857,0.875,0.42857142857142855,7,1,4,3,15
20,csp_4_ledoit_wolf,True,1,6,10/14,0.375,0.3,0.23076923076923078,0.375,0.0,0.75,0,6,1,3,10
20,csp_4_ledoit_wolf,True,2,10,6/14,0.4166666666666667,0.38461538461538464,0.2777777777777778,0.6428571428571429,0.8333333333333334,0.0,5,1,7,0,13
20,csp_4_ledoit_wolf,True,3,14,6/10,0.5,0.75,0.42857142857142855,0.5,1.0,0.0,6,0,2,0,8
20,csp_6_ledoit_wolf,False,1,6,10/14,0.625,0.6,0.55,0.5892857142857143,0.25,1.0,2,6,0,7,15
20,csp_6_ledoit_wolf,False,2,10,6/14,0.4642857142857143,0.4666666666666667,0.4642857142857143,0.3928571428571429,0.42857142857142855,0.5,3,4,4,4,15
20,csp_6_ledoit_wolf,False,3,14,6/10,0.5089285714285714,0.5333333333333333,0.4444444444444444,0.7857142857142857,0.875,0.14285714285714285,7,1,6,1,15
20,csp_6_ledoit_wolf,True,1,6,10/14,0.29166666666666663,0.3,0.29292929292929293,0.4166666666666667,0.3333333333333333,0.25,2,4,3,1,10
20,csp_6_ledoit_wolf,True,2,10,6/14,0.48809523809523814,0.46153846153846156,0.40522875816993464,0.7142857142857143,0.8333333333333334,0.14285714285714285,5,1,6,1,13
20,csp_6_ledoit_wolf,True,3,14,6/10,0.5833333333333333,0.625,0.5636363636363637,0.5833333333333333,0.6666666666666666,0.5,4,2,1,1,8
