comparison_name,subject,candidate_method,reference_method,reference_balanced_accuracy,candidate_balanced_accuracy,candidate_minus_reference,QC_candidate_minus_reference
C_minus_B,73,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.7619047619047619,0.6904761904761904,-0.07142857142857151,0.0057539682539682335
C_minus_B,74,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5595238095238095,0.48809523809523814,-0.0714285714285714,-0.06428571428571439
C_minus_B,75,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5535714285714286,0.4836309523809524,-0.06994047619047622,-0.04236111111111107
C_minus_B,76,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.46428571428571425,0.4880952380952381,0.023809523809523836,0.048611111111111105
C_minus_B,77,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5654761904761905,0.46428571428571425,-0.10119047619047622,-0.09920634920634919
C_minus_B,78,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.4449404761904761,0.41815476190476186,-0.026785714285714246,0.06349206349206354
C_minus_B,79,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5431547619047619,0.6145833333333334,0.07142857142857151,0.04097222222222219
C_minus_B,80,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.4255952380952381,0.6696428571428572,0.24404761904761912,0.25585317460317464
C_minus_B,81,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5208333333333334,0.45089285714285715,-0.06994047619047622,-0.07688492063492064
C_minus_B,82,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.625,0.5907738095238095,-0.034226190476190466,-0.019841269841269882
C_minus_B,83,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6979166666666669,0.6845238095238094,-0.013392857142857428,-0.014880952380952328
C_minus_B,84,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.48214285714285715,0.5699404761904762,0.08779761904761901,0.1165674603174604
C_minus_B,85,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.8318452380952381,0.8139880952380953,-0.017857142857142794,-0.06904761904761891
C_minus_B,86,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.7008928571428571,0.6071428571428571,-0.09375,-0.12103174603174593
C_minus_B,87,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5520833333333334,0.4776785714285714,-0.07440476190476197,-0.11468253968253966
C_minus_B,89,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5922619047619048,0.5476190476190476,-0.044642857142857206,0.000694444444444442
C_minus_B,90,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.48660714285714285,0.5223214285714285,0.03571428571428564,0.03621031746031744
C_minus_B,91,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5327380952380952,0.5565476190476191,0.023809523809523836,0.02430555555555547
C_minus_B,93,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.8779761904761906,0.8809523809523809,0.0029761904761903546,-0.023809523809523725
C_minus_B,94,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.7514880952380952,0.7276785714285715,-0.023809523809523725,-0.03968253968253954
C_minus_B,95,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6711309523809524,0.6800595238095237,0.008928571428571286,0.02083333333333315
C_minus_B,96,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6160714285714285,0.5401785714285714,-0.0758928571428571,-0.09712301587301586
C_minus_B,97,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6041666666666667,0.6116071428571429,0.007440476190476164,0.004464285714285587
C_minus_B,98,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6220238095238095,0.6383928571428571,0.01636904761904756,0.026289682539682446
C_minus_B,99,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.53125,0.5357142857142857,0.004464285714285698,0.013392857142857206
C_minus_B,101,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.4226190476190476,0.5476190476190476,0.12499999999999994,0.09146825396825403
C_minus_B,102,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5476190476190476,0.45238095238095233,-0.09523809523809523,-0.12738095238095248
C_minus_B,103,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5595238095238095,0.5520833333333334,-0.007440476190476164,0.04861111111111116
C_minus_B,104,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.7038690476190478,0.8303571428571428,0.126488095238095,0.1353174603174604
C_minus_B,105,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6904761904761904,0.49702380952380953,-0.19345238095238082,-0.19246031746031733
C_minus_B,106,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5163690476190476,0.6264880952380952,0.11011904761904767,0.11924603174603177
C_minus_B,107,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.6160714285714286,0.5907738095238095,-0.02529761904761907,-0.036805555555555425
C_minus_B,108,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.44047619047619047,0.5252976190476191,0.0848214285714286,0.0887896825396825
C_minus_B,109,target_csp_ledoit_wolf,source_csp_target_lda_source_scaler,0.5014880952380952,0.5357142857142857,0.034226190476190466,0.04999999999999993
C_minus_A,21,target_csp_ledoit_wolf,source_zero_shot,0.5595238095238095,0.53125,-0.028273809523809534,-0.030456349206349098
C_minus_A,22,target_csp_ledoit_wolf,source_zero_shot,0.49404761904761907,0.6279761904761905,0.1339285714285714,0.18194444444444452
C_minus_A,23,target_csp_ledoit_wolf,source_zero_shot,0.6428571428571428,0.5714285714285715,-0.07142857142857129,-0.0714285714285714
C_minus_A,24,target_csp_ledoit_wolf,source_zero_shot,0.4136904761904761,0.48065476190476186,0.06696428571428575,0.06696428571428575
C_minus_A,25,target_csp_ledoit_wolf,source_zero_shot,0.5625,0.6160714285714285,0.05357142857142849,0.03273809523809523
C_minus_A,26,target_csp_ledoit_wolf,source_zero_shot,0.5357142857142857,0.4836309523809524,-0.052083333333333315,-0.08680555555555552
C_minus_A,27,target_csp_ledoit_wolf,source_zero_shot,0.6190476190476191,0.662202380952381,0.043154761904761973,0.03025793650793651
C_minus_A,28,target_csp_ledoit_wolf,source_zero_shot,0.5357142857142857,0.6086309523809524,0.07291666666666674,0.07708333333333339
C_minus_A,29,target_csp_ledoit_wolf,source_zero_shot,1.0,0.9776785714285715,-0.022321428571428492,-0.04166666666666663
C_minus_A,30,target_csp_ledoit_wolf,source_zero_shot,0.5952380952380952,0.6101190476190477,0.014880952380952439,0.042857142857142816
C_minus_A,31,target_csp_ledoit_wolf,source_zero_shot,0.5654761904761904,0.7470238095238096,0.1815476190476193,0.1651785714285714
C_minus_A,32,target_csp_ledoit_wolf,source_zero_shot,0.5565476190476191,0.5580357142857143,0.0014880952380952328,0.015376984126984072
C_minus_A,33,target_csp_ledoit_wolf,source_zero_shot,0.6369047619047619,0.59375,-0.04315476190476186,-0.02499999999999991
C_minus_A,34,target_csp_ledoit_wolf,source_zero_shot,0.880952380952381,0.8571428571428571,-0.023809523809523947,-0.03293650793650804
C_minus_A,35,target_csp_ledoit_wolf,source_zero_shot,0.8095238095238094,0.9642857142857144,0.154761904761905,0.154761904761905
C_minus_A,36,target_csp_ledoit_wolf,source_zero_shot,0.6428571428571428,0.6607142857142857,0.017857142857142905,-0.013392857142857206
C_minus_A,37,target_csp_ledoit_wolf,source_zero_shot,0.5476190476190476,0.5238095238095238,-0.023809523809523725,-0.018849206349206282
C_minus_A,38,target_csp_ledoit_wolf,source_zero_shot,0.5238095238095238,0.5119047619047619,-0.011904761904761973,0.019841269841269882
C_minus_A,39,target_csp_ledoit_wolf,source_zero_shot,0.4226190476190476,0.5208333333333334,0.09821428571428575,0.12103174603174599
C_minus_A,40,target_csp_ledoit_wolf,source_zero_shot,0.5208333333333334,0.5267857142857143,0.005952380952380931,0.026587301587301604
C_minus_A,41,target_csp_ledoit_wolf,source_zero_shot,0.6428571428571428,0.5238095238095238,-0.11904761904761896,-0.09285714285714297
C_minus_A,42,target_csp_ledoit_wolf,source_zero_shot,0.9553571428571429,0.9553571428571429,0.0,0.0
C_minus_A,43,target_csp_ledoit_wolf,source_zero_shot,0.6369047619047619,0.7857142857142857,0.14880952380952384,0.1170634920634922
C_minus_A,44,target_csp_ledoit_wolf,source_zero_shot,0.7113095238095237,0.5982142857142857,-0.11309523809523803,-0.11408730158730163
C_minus_A,45,target_csp_ledoit_wolf,source_zero_shot,0.5625,0.5788690476190476,0.01636904761904756,0.04246031746031753
